Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg
19.0,82.1,165.0,105.0,192.5,462.5
23.0,81.2,175.0,110.0,175.0,460.0
21.0,91.5,222.5,155.0,252.5,630.0
19.0,92.2,220.0,127.5,272.5,620.0
23.0,92.7,230.0,155.0,235.0,620.0
22.0,92.1,230.0,135.0,250.0,615.0
20.0,86.9,242.5,117.5,225.0,585.0
25.0,91.6,195.0,150.0,240.0,585.0
25.0,92.1,200.0,147.5,230.0,577.5
20.0,83.7,180.0,140.0,250.0,570.0
23.0,90.7,165.0,125.0,265.0,555.0
23.0,88.7,157.5,110.0,207.5,475.0
20.0,89.5,145.0,140.0,185.0,470.0
20.0,86.8,170.0,110.0,185.0,465.0
22.0,89.5,170.0,105.0,190.0,465.0
22.0,85.0,167.5,90.0,200.0,457.5
22.0,90.4,157.5,117.5,180.0,455.0
18.0,90.6,152.5,110.0,190.0,452.5
23.0,83.5,152.5,115.0,160.0,427.5
22.0,86.8,127.5,85.0,172.5,385.0
19.0,102.1,245.0,145.0,285.0,675.0
24.0,104.1,230.0,142.5,257.5,630.0
24.0,103.4,225.0,145.0,222.5,592.5
22.0,101.6,230.0,105.0,240.0,575.0
22.0,93.3,215.0,112.5,240.0,567.5
19.0,96.7,212.5,130.0,222.5,565.0
25.0,99.6,205.0,130.0,230.0,565.0
22.0,95.3,150.0,102.5,215.0,467.5
22.0,104.5,170.0,100.0,185.0,455.0
23.0,101.4,165.0,90.0,180.0,435.0
22.0,101.7,142.5,90.0,160.0,392.5
20.0,107.2,200.0,107.5,240.5,548.0
24.0,144.3,305.0,185.0,307.5,797.5
25.0,125.0,280.0,185.0,315.0,780.0
27.0,83.9,215.0,150.0,262.5,627.5
21.0,74.6,185.0,107.5,227.5,520.0
24.0,92.0,232.5,115.0,240.0,587.5
18.0,86.4,195.0,115.0,220.0,530.0
24.0,73.6,140.0,95.0,175.0,410.0
23.0,106.7,180.0,105.0,190.0,475.0
37.0,71.4,117.5,62.5,150.0,330.0
40.0,81.9,132.5,70.0,150.0,352.5
49.0,85.3,130.0,80.0,165.0,375.0
25.0,83.0,240.0,160.0,255.0,655.0
27.0,84.7,225.0,150.0,272.5,647.5
20.0,91.4,195.0,130.0,227.5,552.5
26.0,91.7,150.0,120.0,185.0,455.0
23.0,102.6,207.5,130.0,247.5,585.0
33.0,81.4,145.0,102.5,200.0,447.5
38.0,122.8,225.0,130.0,265.0,620.0
47.0,83.3,115.0,65.0,150.0,330.0
16.0,61.5,125.0,62.5,135.0,322.5
23.0,69.5,95.0,55.0,130.0,280.0
39.0,69.2,95.0,47.5,115.0,257.5
23.0,83.0,200.0,105.0,220.0,525.0
23.0,102.0,157.5,125.0,190.0,472.5
48.0,62.5,87.5,45.0,135.0,267.5
21.0,68.9,90.0,42.5,135.0,267.5
47.0,64.8,65.0,42.5,110.0,217.5
26.0,75.7,130.0,67.5,167.5,365.0
19.0,64.8,130.0,107.5,187.5,425.0
32.0,72.9,185.0,132.5,205.0,522.5
25.0,92.7,180.0,140.0,225.0,545.0
22.0,96.1,190.0,155.0,270.0,615.0
23.0,62.3,105.0,60.0,140.0,305.0
16.0,60.5,101.0,55.0,120.0,276.0
22.0,70.8,127.5,55.0,167.5,350.0
22.0,82.4,190.0,95.0,225.0,510.0
23.0,79.0,155.0,117.5,202.5,475.0
40.0,82.6,135.0,120.0,177.5,432.5
23.0,55.4,80.0,47.5,115.0,242.5
42.0,89.4,117.5,47.5,135.0,300.0
27.0,74.0,120.0,70.0,160.0,350.0
37.0,102.7,127.5,57.5,152.5,337.5
33.0,72.8,187.5,125.0,220.0,532.5
55.0,100.4,205.0,145.0,245.0,595.0
21.0,101.8,150.0,115.0,175.0,440.0
24.0,68.4,120.0,60.0,132.5,312.5
25.0,92.0,157.5,120.0,180.0,457.5
42.0,54.5,100.0,65.0,142.5,307.5
23.0,70.2,92.5,52.5,120.0,265.0
35.0,80.2,130.0,75.0,190.0,395.0
39.0,86.5,140.0,67.5,160.0,367.5
31.0,104.6,275.0,175.0,300.0,750.0
37.0,80.4,112.5,60.0,135.0,307.5
47.0,83.1,130.0,72.5,160.0,362.5
40.0,123.8,150.0,80.0,152.5,382.5
43.0,91.8,130.0,57.5,142.5,330.0
43.0,102.1,110.0,55.0,160.0,325.0
52.0,91.3,100.0,62.5,137.5,300.0
50.0,91.3,205.0,145.0,200.0,550.0
59.0,100.3,180.0,125.0,215.0,520.0
22.0,81.7,155.0,110.0,185.0,450.0
16.0,78.8,150.0,110.0,175.0,435.0
36.0,83.6,125.0,77.5,187.5,390.0
27.0,61.8,112.5,50.0,117.5,280.0
48.0,67.1,72.5,37.5,130.0,240.0
37.0,101.3,132.5,50.0,152.5,335.0
40.0,94.4,90.0,40.0,120.0,250.0
24.0,74.0,155.0,110.0,195.0,460.0
20.0,104.2,260.0,147.5,280.0,687.5
34.0,71.2,157.5,105.0,210.0,472.5
23.0,93.0,240.0,150.0,250.0,640.0
27.0,91.5,200.0,135.0,222.5,557.5
20.0,87.3,170.0,120.0,200.0,490.0
39.0,129.7,260.0,165.0,255.0,680.0
39.0,51.1,95.0,65.0,122.5,282.5
16.0,55.9,107.5,50.0,130.0,287.5
24.0,70.9,142.5,70.0,165.0,377.5
43.0,108.7,120.0,65.0,170.0,355.0
23.0,62.4,80.0,62.5,135.0,277.5
21.0,81.6,145.0,97.5,187.5,430.0
22.0,100.8,160.0,112.5,187.5,460.0
39.0,49.7,87.5,60.0,115.0,262.5
25.0,51.6,80.0,35.0,90.0,205.0
35.0,62.4,102.5,80.0,117.5,300.0
24.0,63.0,112.5,60.0,125.0,297.5
25.0,62.1,100.0,50.0,127.5,277.5
62.0,64.6,130.0,80.0,167.5,377.5
24.0,82.2,230.0,155.0,247.5,632.5
19.0,82.1,155.0,100.0,185.0,440.0
24.0,89.9,200.0,120.0,195.0,515.0
24.0,116.8,215.0,157.5,220.0,592.5
32.0,116.0,185.0,95.0,225.0,505.0
39.0,125.8,235.0,160.0,265.0,660.0
23.0,92.4,205.0,110.0,250.0,565.0
25.0,90.4,180.0,122.5,170.0,472.5
24.0,54.7,120.0,62.5,135.0,317.5
43.0,126.4,145.0,77.5,140.0,362.5
18.0,52.7,120.0,85.0,160.0,365.0
22.0,100.2,157.5,120.0,175.0,452.5
26.0,51.8,107.5,42.5,107.5,257.5
16.0,56.6,110.0,55.0,142.5,307.5
36.0,62.7,102.5,80.0,120.0,302.5
25.0,63.8,127.5,65.0,165.0,357.5
37.0,71.0,122.5,60.0,167.5,350.0
28.0,82.0,135.0,95.0,191.0,421.0
25.0,79.9,237.5,142.5,260.0,640.0
29.0,81.0,235.0,145.0,240.0,620.0
25.0,91.7,212.5,155.0,237.5,605.0
38.0,81.4,130.0,62.5,150.0,342.5
47.0,84.4,125.0,72.5,150.0,347.5
17.0,89.5,170.0,102.5,150.0,422.5
38.0,122.2,215.0,140.0,260.0,615.0
22.0,70.6,110.0,47.5,157.5,315.0
56.0,101.9,227.5,147.5,247.5,622.5
19.0,113.0,205.0,145.0,212.5,562.5
39.0,91.3,215.0,122.5,230.0,567.5
38.0,81.8,190.0,130.0,185.0,505.0
39.0,91.3,215.0,122.5,230.0,567.5
26.0,80.4,200.0,140.0,250.0,590.0
25.0,71.0,142.5,75.0,175.0,392.5
19.0,92.4,230.0,140.0,280.0,650.0
26.0,72.0,125.0,67.5,155.0,347.5
41.0,127.8,150.0,85.0,140.0,375.0
48.0,62.3,90.0,52.5,130.0,272.5
48.0,65.3,70.0,45.0,120.0,235.0
55.0,102.2,222.5,145.0,260.0,627.5
16.0,56.8,115.0,56.0,140.0,311.0
25.0,63.0,110.0,60.0,160.0,330.0
19.0,81.9,145.0,67.5,180.0,392.5
20.0,82.1,205.0,135.0,245.0,585.0
18.0,90.6,182.5,130.0,190.0,502.5
20.0,91.0,180.0,130.0,215.0,525.0
19.0,75.7,85.0,47.5,110.0,242.5
23.0,71.7,130.0,75.0,152.5,357.5
23.0,81.6,207.5,162.5,237.5,607.5
22.0,62.9,125.0,52.5,132.5,310.0
25.0,71.1,145.0,65.0,180.0,390.0
47.0,83.7,127.5,70.0,165.0,362.5
38.0,81.5,130.0,67.5,150.0,347.5
24.0,78.6,230.0,140.0,237.5,607.5
23.0,95.3,205.0,125.0,272.5,602.5
23.0,139.0,335.0,195.0,330.0,860.0
39.0,125.2,250.0,135.0,255.0,640.0
20.0,56.2,117.5,68.0,140.0,325.5
21.0,56.7,102.5,52.5,115.0,270.0
19.0,54.98,95.0,42.5,115.0,252.5
21.0,77.7,137.5,87.5,162.5,387.5
22.0,80.6,127.5,55.0,147.5,330.0
20.0,73.3,185.0,110.0,225.0,520.0
21.0,70.9,150.0,92.5,172.5,415.0
23.0,75.9,165.0,92.5,220.0,477.5
23.0,86.5,180.0,125.0,255.0,560.0
23.0,88.9,210.0,115.0,217.5,542.5
18.0,97.7,227.5,142.5,272.5,642.5
23.0,103.1,225.0,140.0,250.0,615.0
23.0,148.6,340.0,180.0,302.5,822.5
49.0,64.2,97.5,57.5,140.0,295.0
19.0,66.0,90.0,45.0,110.0,245.0
48.0,66.4,75.0,40.0,125.0,240.0
24.0,65.9,180.5,112.5,227.5,520.5
24.0,64.8,140.0,100.0,182.5,422.5
45.0,72.6,165.0,110.0,202.5,477.5
40.0,54.6,75.0,50.0,115.0,240.0
49.0,66.7,80.0,45.0,135.0,260.0
50.0,67.1,106.0,60.0,142.5,308.5
62.0,65.8,55.0,32.5,100.0,187.5
41.0,94.3,100.0,45.0,125.0,270.0
44.0,73.6,167.5,110.0,215.0,492.5
40.0,82.4,120.0,120.0,190.0,430.0
60.0,86.4,120.0,105.0,200.0,425.0
22.0,73.5,120.0,52.5,165.0,337.5
18.0,58.0,95.0,75.0,150.0,320.0
21.0,71.6,177.5,115.0,212.5,505.0
19.0,81.4,162.5,120.0,217.5,500.0
21.0,82.0,150.0,105.0,185.0,440.0
18.0,95.6,170.0,125.0,212.5,507.5
20.0,99.4,202.5,115.0,230.0,547.5
22.0,101.0,152.5,115.0,175.0,442.5
32.0,132.8,260.0,177.5,312.5,750.0
24.0,90.2,245.0,112.5,250.0,607.5
40.0,131.2,280.0,180.0,277.5,737.5
21.0,82.2,190.0,142.5,235.0,567.5
26.0,102.2,220.0,162.5,242.5,625.0
19.0,57.3,90.0,90.0,110.0,290.0
48.0,62.2,92.5,47.5,135.0,275.0
23.0,82.1,190.0,140.5,250.0,580.5
50.0,66.4,112.5,62.5,135.0,310.0
63.0,69.5,62.5,32.5,95.0,190.0
42.0,90.9,115.0,47.5,140.5,303.0
45.0,73.6,175.0,105.0,210.0,490.0
61.0,80.6,117.5,100.0,190.0,407.5
41.0,91.4,160.0,150.0,190.0,500.0
48.0,100.0,210.0,150.0,210.0,570.0
57.0,102.0,225.0,142.5,245.0,612.5
19.0,109.4,212.5,137.5,240.0,590.0
23.0,69.7,130.0,57.5,170.0,357.5
23.0,70.6,95.0,60.0,140.0,295.0
23.0,82.9,190.0,100.0,227.5,517.5
28.0,56.9,127.5,52.5,140.0,320.0
39.0,75.8,135.0,72.5,175.0,382.5
24.0,82.4,215.0,122.5,235.0,572.5
40.0,90.8,227.5,127.5,260.0,615.0
35.0,87.1,170.0,100.0,180.0,450.0
18.0,69.6,162.5,90.0,165.0,417.5
21.0,78.2,90.0,55.0,130.0,275.0
21.0,102.5,120.0,57.5,140.0,317.5
19.0,58.2,120.0,82.5,170.0,372.5
22.0,72.8,195.0,125.0,230.0,550.0
22.0,85.4,170.0,110.0,200.0,480.0
19.0,104.4,205.0,132.5,232.5,570.0
38.0,82.1,132.5,67.5,145.0,345.0
39.0,120.2,140.0,72.5,145.0,357.5
22.0,87.8,172.5,102.5,205.0,480.0
18.0,71.3,157.5,85.0,167.5,410.0
23.0,67.6,112.5,57.5,127.5,297.5
23.0,90.4,180.0,115.0,200.0,495.0
23.0,104.6,205.0,147.5,220.0,572.5
17.0,68.0,132.5,75.0,147.5,355.0
39.0,103.9,135.0,62.5,160.0,357.5
43.0,55.8,102.5,67.5,145.0,315.0
40.0,75.5,135.0,70.0,185.0,390.0
47.0,128.8,160.0,100.5,190.0,450.5
43.0,55.8,102.5,67.5,145.0,315.0
40.0,75.5,135.0,70.0,185.0,390.0
47.0,128.8,160.0,100.5,190.0,450.5
29.0,57.0,125.0,55.0,140.0,320.0
24.0,56.2,125.0,62.5,130.0,317.5
24.0,62.4,140.0,90.0,180.0,410.0
40.0,75.5,130.0,70.0,180.0,380.0
26.0,92.3,283.0,145.0,280.0,708.0
28.0,103.1,260.0,175.0,245.0,680.0
27.0,112.3,255.0,165.0,270.0,690.0
25.0,111.1,260.0,140.0,260.0,660.0
27.0,146.2,365.5,175.0,325.0,865.5
23.0,51.2,70.0,42.5,110.0,222.5
61.0,79.9,110.0,100.0,190.0,400.0
32.0,73.6,215.0,150.0,260.0,625.0
32.0,82.68,235.0,201.0,260.0,696.0
32.0,82.04,237.5,167.5,265.0,670.0
25.0,92.2,257.5,195.0,272.5,725.0
24.0,92.86,200.0,145.0,260.0,605.0
27.0,105.0,220.0,177.5,280.0,677.5
22.0,88.0,195.0,150.0,225.0,570.0
16.0,103.7,140.0,80.0,185.0,405.0
37.0,62.8,100.0,55.0,125.0,280.0
30.0,91.65,245.0,185.0,310.0,740.0
30.0,91.6,220.0,170.0,270.0,660.0
26.0,98.55,202.5,155.0,230.0,587.5
12.0,44.4,25.0,20.0,40.0,85.0
17.0,81.6,195.0,130.0,236.0,561.0
17.0,88.9,170.0,150.0,210.0,530.0
20.0,91.9,220.0,167.5,220.0,607.5
22.0,92.75,220.0,160.0,215.0,595.0
50.0,72.0,130.0,105.0,180.0,415.0
60.0,92.4,180.0,117.5,202.5,500.0
73.0,100.0,110.0,70.0,140.0,320.0
31.0,73.7,210.0,160.0,255.0,625.0
33.0,73.9,200.0,155.0,235.0,590.0
31.0,83.0,233.0,200.0,240.0,673.0
31.0,82.5,225.0,155.0,267.5,647.5
48.0,77.3,120.0,110.0,175.0,405.0
28.0,91.0,232.5,175.0,305.0,712.5
24.0,92.0,240.0,182.5,265.0,687.5
32.0,92.5,235.0,185.0,265.0,685.0
21.0,91.1,210.0,142.5,297.5,650.0
23.0,97.2,215.0,147.5,250.0,612.5
30.0,103.4,180.0,175.0,220.0,575.0
36.0,108.2,275.0,205.0,285.0,765.0
30.0,105.2,250.0,180.0,295.0,725.0
26.0,105.2,235.0,182.5,292.5,710.0
24.0,61.4,90.0,52.5,125.0,267.5
19.0,65.0,190.0,97.5,205.0,492.5
22.0,71.9,150.0,110.0,200.0,460.0
49.0,79.05,140.0,117.5,195.0,452.5
25.0,105.0,180.0,155.0,225.0,560.0
20.0,98.05,155.0,145.0,190.0,490.0
19.0,64.05,185.0,102.5,200.0,487.5
23.0,83.0,160.0,120.0,190.0,470.0
24.0,90.3,240.0,172.5,265.0,677.5
18.0,90.6,185.0,110.0,220.0,515.0
24.0,105.1,225.0,182.5,260.0,667.5
23.0,102.9,160.0,120.0,200.0,480.0
55.0,81.2,135.0,77.5,150.0,362.5
25.0,96.5,140.0,117.5,210.0,467.5
16.0,72.05,140.0,95.0,175.0,410.0
31.0,90.55,137.5,122.5,187.5,447.5
24.0,81.65,180.0,120.0,205.0,505.0
29.0,92.4,205.0,145.0,230.0,580.0
18.0,110.55,210.0,155.0,240.0,605.0
19.0,73.95,227.5,165.0,280.0,672.5
34.0,91.25,255.0,172.5,262.5,690.0
19.0,109.8,250.0,170.0,260.0,680.0
45.0,105.0,225.0,160.0,280.0,665.0
29.0,74.0,162.5,107.5,200.0,470.0
16.0,63.15,165.0,127.5,182.5,475.0
19.0,72.95,230.0,145.0,270.0,645.0
19.0,101.61,235.0,155.0,245.0,635.0
18.0,77.0,225.0,150.0,265.0,640.0
49.0,103.65,255.0,157.5,300.0,712.5
39.0,118.35,242.5,162.5,280.0,685.0
67.0,65.75,150.0,102.5,160.0,412.5
29.0,73.75,255.0,155.0,265.0,675.0
67.0,65.5,150.0,105.0,150.0,405.0
26.0,73.85,220.0,145.0,255.0,620.0
26.0,73.55,165.0,90.0,155.0,410.0
47.0,105.45,245.0,160.0,300.0,705.0
65.0,65.4,140.0,107.5,165.0,412.5
52.0,70.65,135.0,70.0,145.0,350.0
40.0,119.36,242.5,165.0,292.5,700.0
23.0,65.25,232.5,200.0,230.0,662.5
26.0,73.5,215.0,142.5,255.0,612.5
31.0,82.5,285.5,147.5,310.0,743.0
48.0,104.4,252.5,162.5,305.0,720.0
48.0,103.1,235.0,150.0,280.0,665.0
29.0,73.55,162.5,107.5,212.5,482.5
18.0,102.2,230.0,162.5,240.0,632.5
17.0,103.75,185.0,130.0,220.0,535.0
21.0,66.0,220.0,190.0,210.0,620.0
48.0,103.7,235.0,162.5,315.0,712.5
53.0,78.2,135.0,72.5,145.5,353.0
49.0,104.3,230.0,150.0,260.0,640.0
39.0,118.25,240.0,152.5,285.0,677.5
46.0,129.85,350.0,150.0,355.0,855.0
14.0,63.8,140.0,92.5,180.0,412.5
15.0,71.75,160.0,115.0,210.0,485.0
22.0,65.6,225.0,192.5,225.0,642.5
36.0,82.28,195.0,127.5,227.5,550.0
27.0,70.45,260.5,218.0,250.0,728.5
30.0,73.9,256.0,157.5,267.5,681.0
20.0,64.08,205.0,177.5,217.5,600.0
45.0,103.6,235.0,160.0,290.0,685.0
26.0,70.62,150.0,87.5,170.0,407.5
22.0,65.75,215.0,185.0,222.5,622.5
25.0,73.9,210.0,137.5,252.5,600.0
47.0,106.35,250.0,167.5,290.0,707.5
38.0,117.32,215.0,150.0,260.0,625.0
17.0,102.75,192.5,142.5,230.0,565.0
46.0,104.0,230.0,167.5,280.0,677.5
46.0,103.7,235.0,165.0,280.0,680.0
29.0,95.0,215.0,170.0,240.0,625.0
19.0,63.95,210.0,177.5,197.5,585.0
24.0,72.75,192.5,130.0,235.0,557.5
27.0,71.15,167.5,105.0,185.0,457.5
24.0,72.6,200.0,125.0,240.0,565.0
51.0,73.6,130.0,70.0,145.0,345.0
26.0,97.2,155.0,115.0,182.5,452.5
45.0,103.8,215.0,170.0,270.0,655.0
44.0,118.4,250.0,182.5,300.0,732.5
24.0,72.38,187.5,127.5,235.0,550.0
16.0,63.8,187.5,142.5,197.5,527.5
29.0,73.6,160.0,110.0,210.0,480.0
27.0,73.65,230.0,145.0,260.0,635.0
46.0,130.05,330.0,200.0,350.5,880.5
28.0,67.5,137.5,97.5,197.5,432.5
24.0,89.6,200.0,160.0,240.0,600.0
25.0,67.5,170.0,85.0,192.5,447.5
24.0,66.0,230.0,180.0,215.0,625.0
27.0,73.5,237.5,140.0,250.0,627.5
18.0,72.8,220.0,150.0,240.0,610.0
48.0,119.7,330.0,200.0,340.0,870.0
50.0,46.9,87.5,55.0,100.0,242.5
23.0,54.3,122.5,62.5,140.0,325.0
22.0,56.2,97.5,55.0,110.0,262.5
48.0,73.9,107.5,60.0,132.5,300.0
29.0,81.9,212.5,155.0,232.5,600.0
28.0,46.1,90.0,50.0,130.0,270.0
27.0,46.5,67.5,37.5,107.5,212.5
26.0,54.4,92.5,40.0,110.0,242.5
18.0,60.5,125.0,80.0,152.5,357.5
24.0,64.4,145.0,110.0,160.0,415.0
50.0,95.3,202.5,108.0,188.0,498.5
50.0,95.3,202.5,108.0,188.0,498.5
31.0,58.9,135.0,95.0,165.0,395.0
25.0,63.7,182.5,105.0,235.0,522.5
18.0,65.3,140.0,95.0,220.0,455.0
25.0,73.6,210.0,137.5,230.0,577.5
23.0,73.9,210.0,120.0,210.0,540.0
18.0,72.9,165.0,102.5,200.0,467.5
24.0,81.15,210.0,125.0,255.0,590.0
50.0,81.8,195.0,120.0,240.0,555.0
31.0,92.5,235.0,167.5,270.0,672.5
38.0,87.8,170.0,105.0,180.0,455.0
18.0,89.25,180.0,120.0,242.5,542.5
49.0,92.6,215.0,155.0,232.5,602.5
49.0,92.6,215.0,155.0,232.5,602.5
51.0,92.9,187.5,145.0,200.0,532.5
27.0,99.2,207.5,145.0,237.5,590.0
47.0,107.25,185.0,100.0,230.0,515.0
54.0,115.55,215.0,130.0,240.0,585.0
43.0,55.9,95.0,60.0,130.0,285.0
46.0,85.3,172.5,92.5,172.5,437.5
29.0,76.1,175.0,142.5,185.0,502.5
22.0,81.5,195.0,135.0,232.5,562.5
45.0,91.4,185.0,157.5,232.5,575.0
26.0,93.8,132.5,60.0,150.0,342.5
34.0,46.2,107.5,55.0,142.5,305.0
41.0,46.5,77.5,50.0,100.0,227.5
21.0,54.3,120.0,65.5,140.0,325.5
27.0,62.4,115.0,72.5,142.5,330.0
20.0,58.5,165.0,90.0,200.0,455.0
26.0,73.5,232.5,137.5,247.5,617.5
27.0,72.6,200.0,107.5,255.0,562.5
20.0,74.0,187.5,117.5,205.0,510.0
23.0,81.2,212.5,157.5,240.0,610.0
23.0,81.5,195.0,147.5,232.5,575.0
51.0,92.4,212.5,157.5,240.0,610.0
33.0,104.6,255.0,177.5,272.5,705.0
35.0,117.0,245.0,167.5,270.0,682.5
23.0,105.1,182.5,132.5,230.0,545.0
44.0,60.0,100.0,60.0,135.0,295.0
23.0,66.0,185.0,125.0,200.0,510.0
68.0,62.8,95.0,97.5,120.0,312.5
45.0,58.6,105.5,62.5,140.0,308.0
48.0,93.2,185.0,95.0,186.0,466.0
19.0,52.9,160.0,95.0,192.5,447.5
27.0,73.8,235.0,147.5,245.0,627.5
50.0,75.9,180.0,125.0,220.0,525.0
17.0,49.8,77.5,35.0,105.0,217.5
21.0,56.3,122.5,55.0,147.5,325.0
23.0,66.7,147.5,107.5,160.0,415.0
49.0,94.1,192.5,103.5,186.5,482.5
49.0,94.1,192.5,103.5,186.5,482.5
49.0,82.9,200.0,130.0,230.0,560.0
17.0,72.6,175.0,125.0,200.0,500.0
17.0,70.7,130.0,92.5,175.0,397.5
25.0,81.1,222.5,120.0,232.5,575.0
30.0,92.0,215.0,157.5,240.0,612.5
37.0,86.6,160.0,100.0,180.0,440.0
48.0,92.8,210.0,157.5,233.0,600.5
48.0,92.8,210.0,157.5,233.0,600.5
47.0,104.0,182.5,125.0,192.5,500.0
33.0,92.5,202.5,157.5,247.5,607.5
23.0,104.6,215.0,170.0,265.0,650.0
30.0,103.6,200.0,150.0,242.5,592.5
32.0,100.2,205.0,132.5,250.0,587.5
31.0,54.9,95.0,79.0,132.5,306.5
17.0,82.0,145.0,105.0,195.0,445.0
19.0,70.5,190.0,125.0,220.0,535.0
20.0,104.2,210.0,140.0,250.0,600.0
20.0,103.4,225.0,125.0,242.5,592.5
33.0,81.5,207.5,155.0,200.0,562.5
22.0,155.0,270.5,182.5,320.5,773.5
47.0,106.1,195.0,130.0,202.5,527.5
18.0,75.3,230.0,190.0,260.0,680.0
29.0,81.7,220.0,160.0,252.5,632.5
33.0,103.6,222.5,132.5,262.5,617.5
33.0,101.4,200.0,160.0,175.0,535.0
24.0,115.1,262.5,175.0,275.0,712.5
18.0,119.7,227.5,135.0,233.0,595.5
21.0,108.8,205.0,150.0,265.0,620.0
21.0,114.8,247.5,150.0,275.0,672.5
30.0,82.3,182.5,142.5,200.0,525.0
30.0,81.2,172.5,115.0,205.0,492.5
27.0,103.4,232.5,145.0,235.0,612.5
28.0,56.8,82.5,62.5,115.0,260.0
15.0,70.0,70.0,70.0,100.0,240.0
18.0,92.1,160.0,100.0,180.0,440.0
24.0,84.2,170.0,145.0,200.0,515.0
30.0,57.4,87.5,70.0,125.0,282.5
26.0,67.5,107.5,60.0,120.0,287.5
19.0,102.2,185.0,125.0,230.0,540.0
24.0,73.0,180.0,110.0,220.0,510.0
32.0,82.7,190.0,150.0,240.0,580.0
17.0,73.7,100.0,65.0,140.0,305.0
18.0,89.9,180.0,145.0,250.0,575.0
16.0,71.4,117.5,95.0,135.0,347.5
22.0,61.8,127.5,72.5,140.0,340.0
22.0,88.0,197.5,142.5,235.0,575.0
22.0,102.2,205.0,150.0,250.0,605.0
35.0,80.9,175.0,132.5,256.0,563.5
31.0,91.4,190.0,155.0,230.0,575.0
30.0,90.1,185.0,125.0,215.0,525.0
35.0,92.0,205.0,180.0,220.0,605.0
22.0,76.6,185.0,150.0,255.0,590.0
47.0,110.1,190.0,130.0,200.0,520.0
18.0,73.25,231.0,190.0,255.0,676.0
29.0,82.9,237.5,155.0,250.0,642.5
33.0,97.9,212.5,157.5,250.0,620.0
33.0,103.4,220.0,137.5,247.5,605.0
24.0,110.8,260.0,167.5,302.5,730.0
53.0,57.4,65.0,50.0,115.0,230.0
26.0,62.3,150.5,83.0,175.0,408.5
20.0,70.8,162.5,125.5,240.5,528.5
22.0,104.0,222.5,163.0,285.0,670.5
22.0,115.3,270.0,160.0,300.0,730.0
23.0,134.2,240.0,181.0,255.0,676.0
16.0,72.8,195.0,155.0,210.0,560.0
40.0,73.2,212.5,162.5,225.0,600.0
23.0,92.9,285.0,167.5,330.0,782.5
32.0,92.1,252.5,185.0,260.0,697.5
31.0,89.9,165.0,130.0,227.5,522.5
35.0,97.6,237.5,190.0,255.0,682.5
31.0,98.9,210.0,160.0,240.0,610.0
31.0,56.5,97.5,75.0,135.0,307.5
20.0,97.2,190.0,120.0,240.0,550.0
33.0,78.9,210.0,150.0,235.0,595.0
25.0,90.8,215.0,130.0,260.0,605.0
17.0,66.7,135.0,90.0,185.0,410.0
16.0,68.9,90.0,77.5,147.5,315.0
16.0,78.5,120.0,87.5,190.0,397.5
17.0,123.7,150.0,72.5,170.0,392.5
20.0,82.8,175.0,145.0,212.5,532.5
19.0,74.3,160.0,110.0,200.0,470.0
21.0,98.0,212.5,180.0,290.0,682.5
19.0,95.7,160.0,105.0,200.0,465.0
23.0,111.9,260.0,195.0,280.0,735.0
23.0,128.1,280.0,215.0,320.0,815.0
21.0,134.8,250.0,170.0,280.0,700.0
24.0,65.7,140.0,100.0,170.0,410.0
31.0,73.2,190.0,135.0,225.0,550.0
31.0,82.1,160.0,142.5,207.5,510.0
28.0,92.3,200.0,170.0,250.0,620.0
25.0,84.0,195.0,140.0,230.0,565.0
25.0,103.7,180.0,132.5,235.0,547.5
26.0,93.6,190.0,135.0,215.0,540.0
33.0,138.2,240.0,155.0,275.0,670.0
18.0,51.3,70.0,45.0,105.0,220.0
22.0,67.0,92.5,57.5,115.0,265.0
30.0,49.7,65.0,37.5,75.0,177.5
29.0,56.3,92.5,62.5,115.0,270.0
25.0,56.7,55.0,35.0,97.5,187.5
25.0,62.8,80.0,42.5,100.0,222.5
29.0,74.1,80.0,35.0,85.0,200.0
56.0,61.0,50.0,40.0,80.0,170.0
21.0,62.9,122.5,72.5,145.0,340.0
25.0,69.6,147.5,65.0,165.0,377.5
21.0,104.2,215.0,152.5,260.0,627.5
21.0,113.0,260.0,160.0,285.0,705.0
30.0,82.1,190.0,150.0,225.0,565.0
26.0,82.1,207.0,147.5,230.0,584.5
31.0,91.8,255.0,182.0,270.0,707.0
19.0,62.0,95.0,75.0,140.0,310.0
31.0,65.4,100.0,52.5,137.5,290.0
18.0,70.5,180.0,111.0,210.0,501.0
18.0,80.3,130.0,85.0,170.0,385.0
19.0,81.7,180.0,112.5,207.5,500.0
19.0,92.6,190.0,120.0,240.0,550.0
24.0,73.9,190.0,120.0,242.5,552.5
37.0,73.5,210.0,160.0,210.0,580.0
32.0,84.5,210.0,160.0,250.0,620.0
33.0,96.3,175.0,115.0,222.5,512.5
17.0,68.7,120.0,100.0,145.0,365.0
17.0,77.8,125.0,110.0,145.0,380.0
18.0,88.0,150.0,107.5,205.0,462.5
17.0,86.5,115.0,100.0,180.0,395.0
24.0,95.1,160.0,90.0,190.0,440.0
21.0,67.3,90.0,55.0,112.5,257.5
18.0,93.0,150.0,105.0,175.0,430.0
23.0,93.0,150.0,90.0,205.0,445.0
