geo_area,item,year,gpin
Venezuela (Bolivarian Republic of),Plantains and others,2002,77.13
Argentina,Plums and sloes,2002,64.73
Bolivia (Plurinational State of),Plums and sloes,2002,122.6
Canada,Plums and sloes,2002,80.45
Chile,Plums and sloes,2002,66.15
Colombia,Plums and sloes,2002,84.18
Ecuador,Plums and sloes,2002,95.53
Grenada,Plums and sloes,2002,93.06
Mexico,Plums and sloes,2002,99.35
Paraguay,Plums and sloes,2002,81.71
Peru,Plums and sloes,2002,86.39
United States of America,Plums and sloes,2002,177.7
Uruguay,Plums and sloes,2002,91.77
Argentina,Potatoes,2002,96.59
Belize,Potatoes,2002,61.25
Bolivia (Plurinational State of),Potatoes,2002,68.39
Brazil,Potatoes,2002,82.21
Canada,Potatoes,2002,83.88
Chile,Potatoes,2002,122.65
Colombia,Potatoes,2002,67.96
Costa Rica,Potatoes,2002,98.13
Cuba,Potatoes,2002,362.44
Dominica,Potatoes,2002,84.58
Dominican Republic,Potatoes,2002,65.01
Ecuador,Potatoes,2002,62.22
El Salvador,Potatoes,2002,196.15
Guatemala,Potatoes,2002,66.26
Haiti,Potatoes,2002,29.76
Honduras,Potatoes,2002,74.72
Jamaica,Potatoes,2002,29.53
Mexico,Potatoes,2002,85.54
Nicaragua,Potatoes,2002,79.21
Panama,Potatoes,2002,96.11
Paraguay,Potatoes,2002,30.72
Peru,Potatoes,2002,71.06
Saint Kitts and Nevis,Potatoes,2002,104.24
United States of America,Potatoes,2002,103.06
Uruguay,Potatoes,2002,173.29
Venezuela (Bolivarian Republic of),Potatoes,2002,71.06
Barbados,Pulses nes,2002,45.53
Dominica,Pulses nes,2002,67.4
Guatemala,Pulses nes,2002,85.71
Mexico,Pulses nes,2002,55.07
Panama,Pulses nes,2002,60.13
Peru,Pulses nes,2002,52.23
Saint Kitts and Nevis,Pulses nes,2002,97.55
Saint Lucia,Pulses nes,2002,97.4
Saint Vincent and the Grenadines,Pulses nes,2002,89.49
Suriname,Pulses nes,2002,65.98
Trinidad and Tobago,Pulses nes,2002,134.06
Antigua and Barbuda,"Pumpkins, squash and gourds",2002,92.35
Argentina,"Pumpkins, squash and gourds",2002,106.94
Bahamas,"Pumpkins, squash and gourds",2002,NA
Barbados,"Pumpkins, squash and gourds",2002,60.36
Belize,"Pumpkins, squash and gourds",2002,169.2
Bolivia (Plurinational State of),"Pumpkins, squash and gourds",2002,395.21
Canada,"Pumpkins, squash and gourds",2002,36.3
Chile,"Pumpkins, squash and gourds",2002,110.86
Colombia,"Pumpkins, squash and gourds",2002,36.53
Cuba,"Pumpkins, squash and gourds",2002,83.25
Dominica,"Pumpkins, squash and gourds",2002,91.34
Dominican Republic,"Pumpkins, squash and gourds",2002,87.44
Ecuador,"Pumpkins, squash and gourds",2002,142.93
El Salvador,"Pumpkins, squash and gourds",2002,79.86
Grenada,"Pumpkins, squash and gourds",2002,75.48
Guyana,"Pumpkins, squash and gourds",2002,32.63
Haiti,"Pumpkins, squash and gourds",2002,64.76
Honduras,"Pumpkins, squash and gourds",2002,25.14
Jamaica,"Pumpkins, squash and gourds",2002,63.34
Mexico,"Pumpkins, squash and gourds",2002,78.44
Paraguay,"Pumpkins, squash and gourds",2002,89.69
Peru,"Pumpkins, squash and gourds",2002,36.02
Puerto Rico,"Pumpkins, squash and gourds",2002,111.55
Saint Lucia,"Pumpkins, squash and gourds",2002,NA
Saint Vincent and the Grenadines,"Pumpkins, squash and gourds",2002,142.27
Trinidad and Tobago,"Pumpkins, squash and gourds",2002,202.57
United States of America,"Pumpkins, squash and gourds",2002,104.29
Uruguay,"Pumpkins, squash and gourds",2002,91.89
Venezuela (Bolivarian Republic of),"Pumpkins, squash and gourds",2002,9.85
Ecuador,"Pyrethrum, dried",2002,77.1
Argentina,Quinces,2002,93.75
Bolivia (Plurinational State of),Quinces,2002,532.54
Brazil,Quinces,2002,177.74
Chile,Quinces,2002,115.76
Mexico,Quinces,2002,236.02
Peru,Quinces,2002,78.4
Uruguay,Quinces,2002,244.72
Bolivia (Plurinational State of),Quinoa,2002,34.76
Ecuador,Quinoa,2002,4.34
Peru,Quinoa,2002,30.41
Brazil,Ramie,2002,866.67
Argentina,Rapeseed,2002,2.45
Brazil,Rapeseed,2002,88.24
Canada,Rapeseed,2002,24.94
Chile,Rapeseed,2002,1.91
Mexico,Rapeseed,2002,17.65
Paraguay,Rapeseed,2002,5.37
United States of America,Rapeseed,2002,54.31
Uruguay,Rapeseed,2002,NA
Canada,Raspberries,2002,126.62
Chile,Raspberries,2002,97.04
Mexico,Raspberries,2002,2.87
United States of America,Raspberries,2002,45.56
Argentina,"Rice, paddy",2002,46.82
Belize,"Rice, paddy",2002,72.79
Bolivia (Plurinational State of),"Rice, paddy",2002,54.88
Brazil,"Rice, paddy",2002,89.28
Chile,"Rice, paddy",2002,90.12
Colombia,"Rice, paddy",2002,79.82
Costa Rica,"Rice, paddy",2002,91.2
Cuba,"Rice, paddy",2002,136.86
Dominican Republic,"Rice, paddy",2002,79.83
Ecuador,"Rice, paddy",2002,94.11
El Salvador,"Rice, paddy",2002,80.65
Guatemala,"Rice, paddy",2002,57.55
Guyana,"Rice, paddy",2002,71.65
Haiti,"Rice, paddy",2002,75.13
Honduras,"Rice, paddy",2002,12.87
Jamaica,"Rice, paddy",2002,55.56
Mexico,"Rice, paddy",2002,94.37
Nicaragua,"Rice, paddy",2002,76.41
Panama,"Rice, paddy",2002,124.17
Paraguay,"Rice, paddy",2002,12.5
Peru,"Rice, paddy",2002,68.98
Puerto Rico,"Rice, paddy",2002,NA
Suriname,"Rice, paddy",2002,57.31
Trinidad and Tobago,"Rice, paddy",2002,175.52
United States of America,"Rice, paddy",2002,99.09
Uruguay,"Rice, paddy",2002,69.61
Venezuela (Bolivarian Republic of),"Rice, paddy",2002,81.53
Belize,Roots and tubers nes,2002,29.73
Bolivia (Plurinational State of),Roots and tubers nes,2002,122.33
Colombia,Roots and tubers nes,2002,46.1
Costa Rica,Roots and tubers nes,2002,190.36
Dominica,Roots and tubers nes,2002,50.85
Ecuador,Roots and tubers nes,2002,11.68
Grenada,Roots and tubers nes,2002,119.53
Guyana,Roots and tubers nes,2002,157.72
Haiti,Roots and tubers nes,2002,69.86
Honduras,Roots and tubers nes,2002,73.72
Jamaica,Roots and tubers nes,2002,85.17
Mexico,Roots and tubers nes,2002,53.91
Nicaragua,Roots and tubers nes,2002,71.36
Panama,Roots and tubers nes,2002,11550
Peru,Roots and tubers nes,2002,94.5
Puerto Rico,Roots and tubers nes,2002,31.16
Saint Kitts and Nevis,Roots and tubers nes,2002,80.37
Saint Lucia,Roots and tubers nes,2002,199.18
Saint Vincent and the Grenadines,Roots and tubers nes,2002,92.65
Suriname,Roots and tubers nes,2002,24.05
Trinidad and Tobago,Roots and tubers nes,2002,96.57
Venezuela (Bolivarian Republic of),Roots and tubers nes,2002,64.96
Antigua and Barbuda,"Roots and Tubers, Total",2002,53.89
Argentina,"Roots and Tubers, Total",2002,94.94
Bahamas,"Roots and Tubers, Total",2002,39.52
Barbados,"Roots and Tubers, Total",2002,86.97
Belize,"Roots and Tubers, Total",2002,206.76
Bolivia (Plurinational State of),"Roots and Tubers, Total",2002,80.11
Brazil,"Roots and Tubers, Total",2002,97.88
Canada,"Roots and Tubers, Total",2002,83.88
Chile,"Roots and Tubers, Total",2002,121.81
Colombia,"Roots and Tubers, Total",2002,69.19
Costa Rica,"Roots and Tubers, Total",2002,99.74
Cuba,"Roots and Tubers, Total",2002,81.04
Dominica,"Roots and Tubers, Total",2002,79.27
Dominican Republic,"Roots and Tubers, Total",2002,102.52
Ecuador,"Roots and Tubers, Total",2002,64.44
El Salvador,"Roots and Tubers, Total",2002,100.77
Grenada,"Roots and Tubers, Total",2002,98.3
Guatemala,"Roots and Tubers, Total",2002,66.63
Guyana,"Roots and Tubers, Total",2002,112.58
Haiti,"Roots and Tubers, Total",2002,49.61
Honduras,"Roots and Tubers, Total",2002,46.9
Jamaica,"Roots and Tubers, Total",2002,86.37
Mexico,"Roots and Tubers, Total",2002,81.27
Nicaragua,"Roots and Tubers, Total",2002,77.36
Panama,"Roots and Tubers, Total",2002,140.67
Paraguay,"Roots and Tubers, Total",2002,143.64
Peru,"Roots and Tubers, Total",2002,74.3
Puerto Rico,"Roots and Tubers, Total",2002,157.19
Saint Kitts and Nevis,"Roots and Tubers, Total",2002,101.93
Saint Lucia,"Roots and Tubers, Total",2002,140.58
Saint Vincent and the Grenadines,"Roots and Tubers, Total",2002,80.25
Suriname,"Roots and Tubers, Total",2002,49.55
Trinidad and Tobago,"Roots and Tubers, Total",2002,115.71
United States of America,"Roots and Tubers, Total",2002,99.75
Uruguay,"Roots and Tubers, Total",2002,133.68
Venezuela (Bolivarian Republic of),"Roots and Tubers, Total",2002,89.81
Bolivia (Plurinational State of),"Rubber, natural",2002,164.69
Brazil,"Rubber, natural",2002,50.16
Colombia,"Rubber, natural",2002,NA
Dominican Republic,"Rubber, natural",2002,85.71
Ecuador,"Rubber, natural",2002,43.64
Guatemala,"Rubber, natural",2002,18.98
Mexico,"Rubber, natural",2002,36.65
Argentina,Rye,2002,123.49
Bolivia (Plurinational State of),Rye,2002,73.17
Brazil,Rye,2002,96.05
Canada,Rye,2002,45.67
Chile,Rye,2002,5.06
Ecuador,Rye,2002,104.18
Mexico,Rye,2002,220.83
Peru,Rye,2002,70.28
United States of America,Rye,2002,64.63
Argentina,Safflower seed,2002,84.61
Mexico,Safflower seed,2002,40.39
United States of America,Safflower seed,2002,124.18
Antigua and Barbuda,Seed cotton,2002,85.71
Argentina,Seed cotton,2002,26.3
Bolivia (Plurinational State of),Seed cotton,2002,71.88
Brazil,Seed cotton,2002,55.61
Colombia,Seed cotton,2002,113.58
Costa Rica,Seed cotton,2002,38.75
Ecuador,Seed cotton,2002,103.98
El Salvador,Seed cotton,2002,996.23
Grenada,Seed cotton,2002,69.08
Guatemala,Seed cotton,2002,139.88
Haiti,Seed cotton,2002,148.88
Honduras,Seed cotton,2002,62.18
Mexico,Seed cotton,2002,19.03
Nicaragua,Seed cotton,2002,62.15
Paraguay,Seed cotton,2002,835.96
Peru,Seed cotton,2002,182.64
Saint Kitts and Nevis,Seed cotton,2002,200
United States of America,Seed cotton,2002,99
Venezuela (Bolivarian Republic of),Seed cotton,2002,215.48
Bolivia (Plurinational State of),Sesame seed,2002,20.55
Brazil,Sesame seed,2002,86.54
Colombia,Sesame seed,2002,96.51
Costa Rica,Sesame seed,2002,80.67
Ecuador,Sesame seed,2002,152.83
El Salvador,Sesame seed,2002,193.13
Guatemala,Sesame seed,2002,56.77
Haiti,Sesame seed,2002,79.11
Honduras,Sesame seed,2002,21.72
Mexico,Sesame seed,2002,34.46
Nicaragua,Sesame seed,2002,25.44
Panama,Sesame seed,2002,86.43
Paraguay,Sesame seed,2002,101.31
Peru,Sesame seed,2002,44.2
Venezuela (Bolivarian Republic of),Sesame seed,2002,15.92
Brazil,"Silk-worm cocoons, reelable",2002,353.62
Brazil,Sisal,2002,102.25
Cuba,Sisal,2002,41.1
Dominican Republic,Sisal,2002,1530.61
Haiti,Sisal,2002,41.67
Jamaica,Sisal,2002,100
Mexico,Sisal,2002,165.26
Venezuela (Bolivarian Republic of),Sisal,2002,133.38
Argentina,Sorghum,2002,89.03
Belize,Sorghum,2002,123.88
Bolivia (Plurinational State of),Sorghum,2002,22.3
Brazil,Sorghum,2002,42.37
Colombia,Sorghum,2002,1480.76
Cuba,Sorghum,2002,1.98
Dominican Republic,Sorghum,2002,334.58
Ecuador,Sorghum,2002,72.74
El Salvador,Sorghum,2002,114.78
Guatemala,Sorghum,2002,70.7
Haiti,Sorghum,2002,86.25
Honduras,Sorghum,2002,245.2
Mexico,Sorghum,2002,83.99
Nicaragua,Sorghum,2002,115.89
Panama,Sorghum,2002,82.14
Paraguay,Sorghum,2002,39.53
Peru,Sorghum,2002,10.5
United States of America,Sorghum,2002,71.68
Uruguay,Sorghum,2002,21.43
Venezuela (Bolivarian Republic of),Sorghum,2002,668.2
Argentina,Soybeans,2002,51.83
Belize,Soybeans,2002,16.72
Bolivia (Plurinational State of),Soybeans,2002,40.98
Brazil,Soybeans,2002,45.02
Canada,Soybeans,2002,36.69
Colombia,Soybeans,2002,94.55
Ecuador,Soybeans,2002,305.48
El Salvador,Soybeans,2002,58.38
Guatemala,Soybeans,2002,92.11
Honduras,Soybeans,2002,68.07
Mexico,Soybeans,2002,20.98
Nicaragua,Soybeans,2002,95.38
Panama,Soybeans,2002,97.21
Paraguay,Soybeans,2002,35.36
Peru,Soybeans,2002,106.31
Suriname,Soybeans,2002,660
United States of America,Soybeans,2002,68.03
Uruguay,Soybeans,2002,2.51
Venezuela (Bolivarian Republic of),Soybeans,2002,81.88
Argentina,Spices nes,2002,97.05
Bolivia (Plurinational State of),Spices nes,2002,1.33
Colombia,Spices nes,2002,67.15
Dominica,Spices nes,2002,22.56
Dominican Republic,Spices nes,2002,164.42
Ecuador,Spices nes,2002,60.56
Grenada,Spices nes,2002,94.9
Guatemala,Spices nes,2002,94.62
Guyana,Spices nes,2002,214.61
Jamaica,Spices nes,2002,118.5
Mexico,Spices nes,2002,67.73
Peru,Spices nes,2002,53.7
Saint Lucia,Spices nes,2002,100.26
Saint Vincent and the Grenadines,Spices nes,2002,200.53
Canada,Spinach,2002,58.15
Colombia,Spinach,2002,20.1
Costa Rica,Spinach,2002,46.39
Haiti,Spinach,2002,69.18
Jamaica,Spinach,2002,75.75
Mexico,Spinach,2002,54.38
Peru,Spinach,2002,38.58
United States of America,Spinach,2002,87.49
Venezuela (Bolivarian Republic of),Spinach,2002,17.23
Argentina,Strawberries,2002,65.67
Bolivia (Plurinational State of),Strawberries,2002,48.86
Brazil,Strawberries,2002,91.59
Canada,Strawberries,2002,101.94
Chile,Strawberries,2002,82.18
Colombia,Strawberries,2002,44.43
Costa Rica,Strawberries,2002,58.15
Ecuador,Strawberries,2002,129.91
Guatemala,Strawberries,2002,22.32
Mexico,Strawberries,2002,32.33
Paraguay,Strawberries,2002,102.71
Peru,Strawberries,2002,63.51
United States of America,Strawberries,2002,62.48
Venezuela (Bolivarian Republic of),Strawberries,2002,18.51
Argentina,String beans,2002,92.18
Barbados,String beans,2002,697.67
Jamaica,String beans,2002,76.76
Mexico,String beans,2002,75.87
Peru,String beans,2002,82.08
United States of America,String beans,2002,124.33
Venezuela (Bolivarian Republic of),String beans,2002,47.49
Canada,Sugar beet,2002,54.54
Chile,Sugar beet,2002,195.73
Colombia,Sugar beet,2002,52.3
Ecuador,Sugar beet,2002,104.67
Mexico,Sugar beet,2002,68.94
United States of America,Sugar beet,2002,88.46
Venezuela (Bolivarian Republic of),Sugar beet,2002,84.73
Argentina,Sugar cane,2002,100.71
Bahamas,Sugar cane,2002,91.76
Barbados,Sugar cane,2002,349.1
Belize,Sugar cane,2002,89
Bolivia (Plurinational State of),Sugar cane,2002,64.09
Brazil,Sugar cane,2002,48.48
Colombia,Sugar cane,2002,103.45
Costa Rica,Sugar cane,2002,87.01
Cuba,Sugar cane,2002,188.93
Dominica,Sugar cane,2002,91
Dominican Republic,Sugar cane,2002,114.08
Ecuador,Sugar cane,2002,58.54
El Salvador,Sugar cane,2002,66.06
Grenada,Sugar cane,2002,92.52
Guatemala,Sugar cane,2002,52.14
Guyana,Sugar cane,2002,138.71
Haiti,Sugar cane,2002,38.98
Honduras,Sugar cane,2002,68.98
Jamaica,Sugar cane,2002,131.65
Mexico,Sugar cane,2002,81.24
Nicaragua,Sugar cane,2002,47.93
Panama,Sugar cane,2002,63.48
Paraguay,Sugar cane,2002,45.14
Peru,Sugar cane,2002,84.65
Saint Vincent and the Grenadines,Sugar cane,2002,97.78
Suriname,Sugar cane,2002,99.17
United States of America,Sugar cane,2002,124.2
Uruguay,Sugar cane,2002,43.56
Venezuela (Bolivarian Republic of),Sugar cane,2002,162.63
Argentina,Sugar Crops Primary,2002,100.71
Bahamas,Sugar Crops Primary,2002,91.76
Barbados,Sugar Crops Primary,2002,349.1
Belize,Sugar Crops Primary,2002,89
Bolivia (Plurinational State of),Sugar Crops Primary,2002,64.09
Brazil,Sugar Crops Primary,2002,48.48
Canada,Sugar Crops Primary,2002,54.54
Chile,Sugar Crops Primary,2002,195.73
Colombia,Sugar Crops Primary,2002,103.4
Costa Rica,Sugar Crops Primary,2002,87.01
Cuba,Sugar Crops Primary,2002,188.93
Dominica,Sugar Crops Primary,2002,91
Dominican Republic,Sugar Crops Primary,2002,114.08
Ecuador,Sugar Crops Primary,2002,58.57
El Salvador,Sugar Crops Primary,2002,66.06
Grenada,Sugar Crops Primary,2002,92.52
Guatemala,Sugar Crops Primary,2002,52.14
Guyana,Sugar Crops Primary,2002,138.71
Haiti,Sugar Crops Primary,2002,38.98
Honduras,Sugar Crops Primary,2002,68.98
Jamaica,Sugar Crops Primary,2002,131.65
Mexico,Sugar Crops Primary,2002,81.24
Nicaragua,Sugar Crops Primary,2002,47.93
Panama,Sugar Crops Primary,2002,63.48
Paraguay,Sugar Crops Primary,2002,45.14
Peru,Sugar Crops Primary,2002,84.65
Saint Vincent and the Grenadines,Sugar Crops Primary,2002,97.78
Suriname,Sugar Crops Primary,2002,99.17
United States of America,Sugar Crops Primary,2002,105.1
Uruguay,Sugar Crops Primary,2002,43.56
Venezuela (Bolivarian Republic of),Sugar Crops Primary,2002,162.28
Argentina,Sunflower seed,2002,140.24
Bolivia (Plurinational State of),Sunflower seed,2002,119.69
Brazil,Sunflower seed,2002,42.61
Canada,Sunflower seed,2002,264.98
Chile,Sunflower seed,2002,41.9
Ecuador,Sunflower seed,2002,119.16
Mexico,Sunflower seed,2002,0.5
Paraguay,Sunflower seed,2002,38.87
United States of America,Sunflower seed,2002,94.35
Venezuela (Bolivarian Republic of),Sunflower seed,2002,14.44
Antigua and Barbuda,Sweet potatoes,2002,59.5
Argentina,Sweet potatoes,2002,84
Bahamas,Sweet potatoes,2002,46.12
Barbados,Sweet potatoes,2002,82.15
Belize,Sweet potatoes,2002,152.51
Bolivia (Plurinational State of),Sweet potatoes,2002,314.11
Brazil,Sweet potatoes,2002,83.25
Chile,Sweet potatoes,2002,52.22
Costa Rica,Sweet potatoes,2002,17.65
Cuba,Sweet potatoes,2002,72.93
Dominica,Sweet potatoes,2002,82.23
Dominican Republic,Sweet potatoes,2002,72
Ecuador,Sweet potatoes,2002,98.96
El Salvador,Sweet potatoes,2002,76.82
Grenada,Sweet potatoes,2002,34.14
Guatemala,Sweet potatoes,2002,77.59
Guyana,Sweet potatoes,2002,28.27
Haiti,Sweet potatoes,2002,43.15
Honduras,Sweet potatoes,2002,4.98
Jamaica,Sweet potatoes,2002,46.92
Mexico,Sweet potatoes,2002,86.07
Paraguay,Sweet potatoes,2002,248.88
Peru,Sweet potatoes,2002,80.34
Puerto Rico,Sweet potatoes,2002,793.21
Saint Kitts and Nevis,Sweet potatoes,2002,114.92
Saint Lucia,Sweet potatoes,2002,123.49
Saint Vincent and the Grenadines,Sweet potatoes,2002,54.56
Suriname,Sweet potatoes,2002,26.97
Trinidad and Tobago,Sweet potatoes,2002,11.29
United States of America,Sweet potatoes,2002,41.67
Uruguay,Sweet potatoes,2002,82.75
Venezuela (Bolivarian Republic of),Sweet potatoes,2002,42.88
Argentina,"Tangerines, mandarins, clementines, satsumas",2002,138.7
Bahamas,"Tangerines, mandarins, clementines, satsumas",2002,NA
Bolivia (Plurinational State of),"Tangerines, mandarins, clementines, satsumas",2002,27.54
Brazil,"Tangerines, mandarins, clementines, satsumas",2002,127.17
Chile,"Tangerines, mandarins, clementines, satsumas",2002,11.68
Colombia,"Tangerines, mandarins, clementines, satsumas",2002,36.71
Cuba,"Tangerines, mandarins, clementines, satsumas",2002,203.1
Ecuador,"Tangerines, mandarins, clementines, satsumas",2002,161.17
El Salvador,"Tangerines, mandarins, clementines, satsumas",2002,70.4
Haiti,"Tangerines, mandarins, clementines, satsumas",2002,36.55
Jamaica,"Tangerines, mandarins, clementines, satsumas",2002,484.34
Mexico,"Tangerines, mandarins, clementines, satsumas",2002,67.62
Paraguay,"Tangerines, mandarins, clementines, satsumas",2002,47.21
Peru,"Tangerines, mandarins, clementines, satsumas",2002,36.28
United States of America,"Tangerines, mandarins, clementines, satsumas",2002,69.61
Uruguay,"Tangerines, mandarins, clementines, satsumas",2002,73.95
Venezuela (Bolivarian Republic of),"Tangerines, mandarins, clementines, satsumas",2002,128.08
Antigua and Barbuda,Taro (cocoyam),2002,83.61
Barbados,Taro (cocoyam),2002,229.01
Dominica,Taro (cocoyam),2002,93.16
Guyana,Taro (cocoyam),2002,66.18
Honduras,Taro (cocoyam),2002,NA
Nicaragua,Taro (cocoyam),2002,71.54
Saint Lucia,Taro (cocoyam),2002,95.8
Trinidad and Tobago,Taro (cocoyam),2002,242.88
United States of America,Taro (cocoyam),2002,178.71
Argentina,Tea,2002,84.5
Bolivia (Plurinational State of),Tea,2002,69.11
Brazil,Tea,2002,1037.05
Colombia,Tea,2002,81.45
Ecuador,Tea,2002,60.5
El Salvador,Tea,2002,37.96
Guatemala,Tea,2002,26.21
Peru,Tea,2002,173.69
Argentina,"Tobacco, unmanufactured",2002,120.45
Bolivia (Plurinational State of),"Tobacco, unmanufactured",2002,81.31
Brazil,"Tobacco, unmanufactured",2002,83.54
Canada,"Tobacco, unmanufactured",2002,209.89
Chile,"Tobacco, unmanufactured",2002,98.73
Colombia,"Tobacco, unmanufactured",2002,160.29
Costa Rica,"Tobacco, unmanufactured",2002,242.11
Cuba,"Tobacco, unmanufactured",2002,161.69
Dominican Republic,"Tobacco, unmanufactured",2002,44.68
Ecuador,"Tobacco, unmanufactured",2002,101.33
El Salvador,"Tobacco, unmanufactured",2002,66.93
Guatemala,"Tobacco, unmanufactured",2002,64.53
Guyana,"Tobacco, unmanufactured",2002,95.07
Haiti,"Tobacco, unmanufactured",2002,89.07
Honduras,"Tobacco, unmanufactured",2002,99.89
Jamaica,"Tobacco, unmanufactured",2002,115.1
Mexico,"Tobacco, unmanufactured",2002,149.62
Nicaragua,"Tobacco, unmanufactured",2002,34.43
Panama,"Tobacco, unmanufactured",2002,78.23
Paraguay,"Tobacco, unmanufactured",2002,167.88
Peru,"Tobacco, unmanufactured",2002,486.09
Puerto Rico,"Tobacco, unmanufactured",2002,200
Saint Vincent and the Grenadines,"Tobacco, unmanufactured",2002,85.14
Trinidad and Tobago,"Tobacco, unmanufactured",2002,74.14
United States of America,"Tobacco, unmanufactured",2002,117.49
Uruguay,"Tobacco, unmanufactured",2002,92.06
Venezuela (Bolivarian Republic of),"Tobacco, unmanufactured",2002,188.23
Antigua and Barbuda,Tomatoes,2002,64.23
Argentina,Tomatoes,2002,100.85
Bahamas,Tomatoes,2002,53.43
Barbados,Tomatoes,2002,150.91
Belize,Tomatoes,2002,79.18
Bolivia (Plurinational State of),Tomatoes,2002,181.6
Brazil,Tomatoes,2002,86.58
Canada,Tomatoes,2002,133.23
Chile,Tomatoes,2002,140.18
Colombia,Tomatoes,2002,64.25
Costa Rica,Tomatoes,2002,94.5
Cuba,Tomatoes,2002,100.09
Dominica,Tomatoes,2002,51.59
Dominican Republic,Tomatoes,2002,71.42
Ecuador,Tomatoes,2002,89.88
El Salvador,Tomatoes,2002,138.03
Grenada,Tomatoes,2002,0.75
Guatemala,Tomatoes,2002,58.87
Guyana,Tomatoes,2002,14.58
Haiti,Tomatoes,2002,61.9
Honduras,Tomatoes,2002,53.51
Jamaica,Tomatoes,2002,72.23
Mexico,Tomatoes,2002,67.92
Nicaragua,Tomatoes,2002,11.24
Panama,Tomatoes,2002,107.76
Paraguay,Tomatoes,2002,117.65
Peru,Tomatoes,2002,53.31
Puerto Rico,Tomatoes,2002,61.78
Saint Kitts and Nevis,Tomatoes,2002,46.08
Saint Lucia,Tomatoes,2002,NA
Suriname,Tomatoes,2002,61.39
Trinidad and Tobago,Tomatoes,2002,56.5
United States of America,Tomatoes,2002,93.23
Uruguay,Tomatoes,2002,119.4
Venezuela (Bolivarian Republic of),Tomatoes,2002,105.28
Brazil,Triticale,2002,NA
Canada,Triticale,2002,69.77
Chile,Triticale,2002,NA
Mexico,Triticale,2002,5.26
Argentina,Tung nuts,2002,91.68
Brazil,Tung nuts,2002,114.57
Paraguay,Tung nuts,2002,59.66
Mexico,Vanilla,2002,40.07
Antigua and Barbuda,Vegetables and Fruit Primary,2002,103.04
Argentina,Vegetables and Fruit Primary,2002,100.24
Bahamas,Vegetables and Fruit Primary,2002,60
Barbados,Vegetables and Fruit Primary,2002,121.96
Belize,Vegetables and Fruit Primary,2002,96.32
Bolivia (Plurinational State of),Vegetables and Fruit Primary,2002,86.89
Brazil,Vegetables and Fruit Primary,2002,92.46
Canada,Vegetables and Fruit Primary,2002,72.42
Chile,Vegetables and Fruit Primary,2002,76.66
Colombia,Vegetables and Fruit Primary,2002,66.96
Costa Rica,Vegetables and Fruit Primary,2002,58.38
Cuba,Vegetables and Fruit Primary,2002,115.85
Dominica,Vegetables and Fruit Primary,2002,108.54
Dominican Republic,Vegetables and Fruit Primary,2002,43.22
Ecuador,Vegetables and Fruit Primary,2002,83.63
El Salvador,Vegetables and Fruit Primary,2002,93.47
Grenada,Vegetables and Fruit Primary,2002,28.21
Guatemala,Vegetables and Fruit Primary,2002,54.23
Guyana,Vegetables and Fruit Primary,2002,38.73
Haiti,Vegetables and Fruit Primary,2002,62.77
Honduras,Vegetables and Fruit Primary,2002,86.33
Jamaica,Vegetables and Fruit Primary,2002,100.57
Mexico,Vegetables and Fruit Primary,2002,68.91
Nicaragua,Vegetables and Fruit Primary,2002,42.22
Panama,Vegetables and Fruit Primary,2002,113.06
Paraguay,Vegetables and Fruit Primary,2002,97.52
Peru,Vegetables and Fruit Primary,2002,55.37
Puerto Rico,Vegetables and Fruit Primary,2002,100.53
Saint Kitts and Nevis,Vegetables and Fruit Primary,2002,84.52
Saint Lucia,Vegetables and Fruit Primary,2002,225.78
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,2002,79.77
Suriname,Vegetables and Fruit Primary,2002,38.79
Trinidad and Tobago,Vegetables and Fruit Primary,2002,86.36
United States of America,Vegetables and Fruit Primary,2002,102.89
Uruguay,Vegetables and Fruit Primary,2002,93.14
Venezuela (Bolivarian Republic of),Vegetables and Fruit Primary,2002,78.17
Antigua and Barbuda,"Vegetables, fresh nes",2002,128.29
Argentina,"Vegetables, fresh nes",2002,73.57
Bahamas,"Vegetables, fresh nes",2002,87.5
Barbados,"Vegetables, fresh nes",2002,67.65
Belize,"Vegetables, fresh nes",2002,76.02
Bolivia (Plurinational State of),"Vegetables, fresh nes",2002,526.24
Brazil,"Vegetables, fresh nes",2002,74.73
Canada,"Vegetables, fresh nes",2002,73.63
Chile,"Vegetables, fresh nes",2002,100.64
Colombia,"Vegetables, fresh nes",2002,33.82
Costa Rica,"Vegetables, fresh nes",2002,86.37
Cuba,"Vegetables, fresh nes",2002,183.66
Dominica,"Vegetables, fresh nes",2002,95.18
Dominican Republic,"Vegetables, fresh nes",2002,13
Ecuador,"Vegetables, fresh nes",2002,142.65
El Salvador,"Vegetables, fresh nes",2002,73.33
Grenada,"Vegetables, fresh nes",2002,80.86
Guatemala,"Vegetables, fresh nes",2002,92.75
Guyana,"Vegetables, fresh nes",2002,207.88
Haiti,"Vegetables, fresh nes",2002,147.24
Honduras,"Vegetables, fresh nes",2002,81.97
Jamaica,"Vegetables, fresh nes",2002,78.01
Mexico,"Vegetables, fresh nes",2002,61.03
Nicaragua,"Vegetables, fresh nes",2002,55.88
Panama,"Vegetables, fresh nes",2002,116.92
Paraguay,"Vegetables, fresh nes",2002,79.39
Peru,"Vegetables, fresh nes",2002,66.88
Saint Kitts and Nevis,"Vegetables, fresh nes",2002,76.92
