Hours Since Dec 1 2017,Rented Bike Count,Temperature(degC),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(degC),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
6584,812,22.3,64,1.7,2000,15.1,0.75,0,0,Autumn,No Holiday,Yes
6585,925,24.1,56,2.1,1956,14.7,1.46,0,0,Autumn,No Holiday,Yes
6586,861,26,54,1.5,2000,15.9,2.13,0,0,Autumn,No Holiday,Yes
6587,981,27.6,47,1.2,2000,15.2,2.63,0,0,Autumn,No Holiday,Yes
6588,1086,28.9,46,1.6,1966,16.1,2.96,0,0,Autumn,No Holiday,Yes
6589,1303,29.4,48,1.9,1942,17.2,2.88,0,0,Autumn,No Holiday,Yes
6590,1371,29.7,42,1.4,2000,15.4,2.37,0,0,Autumn,No Holiday,Yes
6591,1480,30,45,0.9,2000,16.7,2.1,0,0,Autumn,No Holiday,Yes
6592,1678,30.5,41,1.4,1930,15.7,1.95,0,0,Autumn,No Holiday,Yes
6593,1845,29.6,42,1.3,2000,15.3,0.98,0,0,Autumn,No Holiday,Yes
6594,1892,28.8,46,1.3,2000,16,0.58,0,0,Autumn,No Holiday,Yes
6595,1891,27.8,48,1.1,2000,15.7,0.08,0,0,Autumn,No Holiday,Yes
6596,1440,26.9,49,2.1,2000,15.2,0,0,0,Autumn,No Holiday,Yes
6597,1110,26,52,1.4,2000,15.3,0,0,0,Autumn,No Holiday,Yes
6598,992,25.1,53,2,2000,14.8,0,0,0,Autumn,No Holiday,Yes
6599,1523,24.4,54,1.6,2000,14.4,0,0,0,Autumn,No Holiday,Yes
6600,1336,23.5,56,1.5,2000,14.2,0,0,0,Autumn,No Holiday,Yes
6601,930,22.8,59,1.5,2000,14.3,0,0,0,Autumn,No Holiday,Yes
6602,610,22,60,1.2,2000,13.8,0,0,0,Autumn,No Holiday,Yes
6603,440,21.5,61,1.3,2000,13.6,0,0,0,Autumn,No Holiday,Yes
6604,255,21.1,62,1.8,2000,13.5,0,0,0,Autumn,No Holiday,Yes
6605,179,20.6,65,1.1,2000,13.7,0,0,0,Autumn,No Holiday,Yes
6606,249,20.2,66,1,2000,13.6,0,0,0,Autumn,No Holiday,Yes
6607,388,20.2,65,1.4,2000,13.4,0.16,0,0,Autumn,No Holiday,Yes
6608,576,21.3,57,1.3,2000,12.4,0.81,0,0,Autumn,No Holiday,Yes
6609,721,23.4,52,1.3,1997,12.9,1.53,0,0,Autumn,No Holiday,Yes
6610,802,25,47,1.5,2000,12.8,2.17,0,0,Autumn,No Holiday,Yes
6611,940,26.5,44,1.4,1958,13.2,2.62,0,0,Autumn,No Holiday,Yes
6612,1075,27.5,43,1.4,1959,13.7,2.75,0,0,Autumn,No Holiday,Yes
6613,1254,28.5,42,1.7,1990,14.3,2.94,0,0,Autumn,No Holiday,Yes
6614,1395,29.1,43,1.4,2000,15.2,2.39,0,0,Autumn,No Holiday,Yes
6615,1550,29.3,43,1.5,1958,15.4,2.4,0,0,Autumn,No Holiday,Yes
6616,1853,29.3,44,1.4,1997,15.7,1.32,0,0,Autumn,No Holiday,Yes
6617,2069,28.8,47,2,1998,16.3,1,0,0,Autumn,No Holiday,Yes
6618,2118,27.9,52,1.7,2000,17.1,0.2,0,0,Autumn,No Holiday,Yes
6619,1986,27.3,54,1.5,2000,17.1,0.05,0,0,Autumn,No Holiday,Yes
6620,1838,26.9,56,1.6,2000,17.3,0,0,0,Autumn,No Holiday,Yes
6621,1759,26.2,62,2.3,2000,18.3,0,0,0,Autumn,No Holiday,Yes
6622,1511,25.7,64,1.1,2000,18.3,0,0,0,Autumn,No Holiday,Yes
6623,1047,25.1,65,2.2,2000,18,0,0,0,Autumn,No Holiday,Yes
6624,763,24.7,67,1.2,2000,18.1,0,0,0,Autumn,No Holiday,Yes
6625,524,24.5,68,0.5,2000,18.1,0,0,0,Autumn,No Holiday,Yes
6626,321,24.3,68,1,2000,18,0,0,0,Autumn,No Holiday,Yes
6627,211,24.2,70,0.3,2000,18.3,0,0,0,Autumn,No Holiday,Yes
6628,153,24,70,1.2,2000,18.1,0,0,0,Autumn,No Holiday,Yes
6629,264,23.9,70,1.5,2000,18,0,0,0,Autumn,No Holiday,Yes
6630,656,23.8,71,1.2,2000,18.2,0,0,0,Autumn,No Holiday,Yes
6631,1287,23.9,71,0.4,2000,18.3,0.02,0,0,Autumn,No Holiday,Yes
6632,1580,24.2,70,1.4,2000,18.3,0.16,0,0,Autumn,No Holiday,Yes
6633,719,23.6,86,1.2,336,21.1,0.14,2,0,Autumn,No Holiday,Yes
6634,434,23.3,89,0.7,1716,21.3,0.2,0.5,0,Autumn,No Holiday,Yes
6635,443,23.7,86,0.6,1798,21.2,0.31,0,0,Autumn,No Holiday,Yes
6636,673,23.9,83,1.1,1901,20.8,0.27,0,0,Autumn,No Holiday,Yes
6637,731,24.9,78,1.5,1910,20.7,0.72,0,0,Autumn,No Holiday,Yes
6638,532,25.6,77,0.8,1930,21.2,0.78,0,0,Autumn,No Holiday,Yes
6639,137,25.7,81,0.7,1825,22.1,0.43,0,0,Autumn,No Holiday,Yes
6640,39,25.5,91,1.3,403,23.9,0.23,3.5,0,Autumn,No Holiday,Yes
6641,23,22.7,96,4.9,452,22,0.07,13,0,Autumn,No Holiday,Yes
6642,113,21.9,97,1.8,757,21.3,0.02,13,0,Autumn,No Holiday,Yes
6643,73,21.7,97,0.2,1154,21.1,0.01,1,0,Autumn,No Holiday,Yes
6644,151,21.5,97,0.3,2000,20.9,0,0.5,0,Autumn,No Holiday,Yes
6645,110,21.6,97,0.5,646,21,0,0.5,0,Autumn,No Holiday,Yes
6646,379,21.7,97,0.4,440,21.1,0,0.5,0,Autumn,No Holiday,Yes
6647,486,21.7,97,0.8,838,21.1,0,0,0,Autumn,No Holiday,Yes
6648,500,21.4,97,0.1,404,20.8,0,0,0,Autumn,No Holiday,Yes
6649,486,21.3,97,1.1,570,20.7,0,0,0,Autumn,No Holiday,Yes
6650,324,20.9,96,0.4,970,20.2,0,0,0,Autumn,No Holiday,Yes
6651,223,20.6,97,0.2,500,20.1,0,0,0,Autumn,No Holiday,Yes
6652,186,20.4,97,2.7,704,19.9,0,0,0,Autumn,No Holiday,Yes
6653,219,20.2,97,1.2,528,19.7,0,0,0,Autumn,No Holiday,Yes
6654,602,20,97,0,647,19.5,0,0,0,Autumn,No Holiday,Yes
6655,1289,20.1,97,1.9,443,19.6,0.03,0,0,Autumn,No Holiday,Yes
6656,2059,20.5,90,1.9,490,18.7,0.53,0,0,Autumn,No Holiday,Yes
6657,1083,21.6,81,2.3,1669,18.1,1.2,0,0,Autumn,No Holiday,Yes
6658,822,23.1,73,3.1,2000,17.9,2.24,0,0,Autumn,No Holiday,Yes
6659,940,24.5,64,2.7,2000,17.2,2.7,0,0,Autumn,No Holiday,Yes
6660,995,25.8,57,2.8,2000,16.6,3.02,0,0,Autumn,No Holiday,Yes
6661,997,26.5,58,2.8,2000,17.5,2.87,0,0,Autumn,No Holiday,Yes
6662,987,27.4,52,3.8,1998,16.6,2.67,0,0,Autumn,No Holiday,Yes
6663,1178,26.7,51,3.4,2000,15.7,2.09,0,0,Autumn,No Holiday,Yes
6664,1429,27.1,47,4.3,2000,14.8,1.82,0,0,Autumn,No Holiday,Yes
6665,1993,27.6,47,3.3,2000,15.2,1.49,0,0,Autumn,No Holiday,Yes
6666,3166,26.8,53,2.6,2000,16.4,0.8,0,0,Autumn,No Holiday,Yes
6667,2491,25.1,49,3.1,2000,13.6,0.18,0,0,Autumn,No Holiday,Yes
6668,2259,23.7,49,3.3,2000,12.3,0,0,0,Autumn,No Holiday,Yes
6669,2212,22.9,55,3,2000,13.3,0,0,0,Autumn,No Holiday,Yes
6670,1856,22.2,58,1.5,2000,13.5,0,0,0,Autumn,No Holiday,Yes
6671,1233,21.7,60,0.5,2000,13.5,0,0,0,Autumn,No Holiday,Yes
6672,983,21.1,64,1.5,2000,14,0,0,0,Autumn,No Holiday,Yes
6673,748,20.9,66,1.1,2000,14.3,0,0,0,Autumn,No Holiday,Yes
6674,493,20.6,72,0.9,2000,15.3,0,0,0,Autumn,No Holiday,Yes
6675,376,20.2,77,0.4,2000,16,0,0,0,Autumn,No Holiday,Yes
6676,220,19.9,81,0.2,2000,16.5,0,0,0,Autumn,No Holiday,Yes
6677,249,19.7,82,0.5,2000,16.5,0,0,0,Autumn,No Holiday,Yes
6678,676,19.8,82,0.5,2000,16.6,0,0,0,Autumn,No Holiday,Yes
6679,1487,19.8,79,0.9,2000,16,0.13,0,0,Autumn,No Holiday,Yes
6680,2312,21.2,69,1.9,2000,15.2,0.74,0,0,Autumn,No Holiday,Yes
6681,1195,23.4,59,3,1974,14.9,1.46,0,0,Autumn,No Holiday,Yes
6682,847,25.4,49,3.9,1996,13.9,2.13,0,0,Autumn,No Holiday,Yes
6683,937,26.4,47,2.9,2000,14.1,2.38,0,0,Autumn,No Holiday,Yes
6684,1072,27.1,44,5,2000,13.7,2.8,0,0,Autumn,No Holiday,Yes
6685,1039,27.3,46,4.8,1983,14.6,2.92,0,0,Autumn,No Holiday,Yes
6686,989,27.9,42,5,1914,13.7,2.79,0,0,Autumn,No Holiday,Yes
6687,1131,28.1,43,5.1,1929,14.3,2.65,0,0,Autumn,No Holiday,Yes
6688,1446,28.2,37,4,1987,12.1,2.03,0,0,Autumn,No Holiday,Yes
6689,2068,27.7,40,5,2000,12.8,1.51,0,0,Autumn,No Holiday,Yes
6690,3160,27,45,2.4,2000,14,0.77,0,0,Autumn,No Holiday,Yes
6691,2468,25.4,55,3.2,2000,15.6,0.15,0,0,Autumn,No Holiday,Yes
6692,2177,24.5,64,2,2000,17.2,0,0,0,Autumn,No Holiday,Yes
6693,2024,23.9,75,2.3,1975,19.1,0,0,0,Autumn,No Holiday,Yes
6694,1798,23.6,82,1.8,1673,20.3,0,0,0,Autumn,No Holiday,Yes
6695,1219,23,83,1.8,1469,19.9,0,0,0,Autumn,No Holiday,Yes
6696,963,22.5,83,0.5,1593,19.4,0,0,0,Autumn,No Holiday,Yes
6697,743,21.9,85,0.2,1410,19.2,0,0,0,Autumn,No Holiday,Yes
6698,531,21.6,86,0.2,1353,19.1,0,0,0,Autumn,No Holiday,Yes
6699,320,21.5,85,0.1,1282,18.8,0,0,0,Autumn,No Holiday,Yes
6700,215,21.6,87,0.4,951,19.3,0,0,0,Autumn,No Holiday,Yes
6701,247,21.7,87,0.6,846,19.4,0,0,0,Autumn,No Holiday,Yes
6702,680,21.4,84,0.8,1506,18.5,0,0,0,Autumn,No Holiday,Yes
6703,1438,20.9,83,0.4,1388,17.8,0.09,0,0,Autumn,No Holiday,Yes
6704,2270,21.8,77,0.9,1419,17.5,0.43,0,0,Autumn,No Holiday,Yes
6705,1186,23.5,72,0.5,1485,18.1,0.95,0,0,Autumn,No Holiday,Yes
6706,835,24.6,70,1.2,1454,18.7,0.96,0,0,Autumn,No Holiday,Yes
6707,941,25.9,63,2.5,1693,18.3,1.32,0,0,Autumn,No Holiday,Yes
6708,1041,26.9,60,2.3,1592,18.4,1.67,0,0,Autumn,No Holiday,Yes
6709,1049,28,52,2.3,1642,17.2,1.85,0,0,Autumn,No Holiday,Yes
6710,1032,27.9,47,3.2,1869,15.5,1.65,0,0,Autumn,No Holiday,Yes
6711,1089,27.8,48,3,1880,15.7,0.93,0,0,Autumn,No Holiday,Yes
6712,1292,26.9,55,3.9,1909,17,0.54,0,0,Autumn,No Holiday,Yes
6713,1525,26.6,63,3,2000,18.9,0.43,0,0,Autumn,No Holiday,Yes
6714,2497,25.8,58,2.9,2000,16.9,0.16,0,0,Autumn,No Holiday,Yes
6715,1990,25.3,71,3.3,2000,19.6,0.05,0,0,Autumn,No Holiday,Yes
6716,1900,25.1,71,3.6,2000,19.4,0,0,0,Autumn,No Holiday,Yes
6717,1851,24.6,70,2.5,2000,18.7,0,0,0,Autumn,No Holiday,Yes
6718,1641,24.3,71,2.5,1992,18.6,0,0,0,Autumn,No Holiday,Yes
6719,562,23.9,71,4.7,1982,18.3,0,0,0,Autumn,No Holiday,Yes
6720,556,21.3,82,3.5,1933,18,0,1,0,Autumn,No Holiday,Yes
6721,345,21.6,77,2.6,1777,17.3,0,0,0,Autumn,No Holiday,Yes
6722,259,21.3,76,2.2,1559,16.8,0,0.5,0,Autumn,No Holiday,Yes
6723,259,21.1,75,1.8,1551,16.4,0,0,0,Autumn,No Holiday,Yes
6724,185,20.8,66,1.5,1719,14.2,0,0,0,Autumn,No Holiday,Yes
6725,247,20.5,67,1.2,1649,14.1,0,0,0,Autumn,No Holiday,Yes
6726,624,20.2,70,1.6,1690,14.5,0,0,0,Autumn,No Holiday,Yes
6727,1346,20.3,74,1.8,1372,15.5,0.07,0,0,Autumn,No Holiday,Yes
6728,2260,20.5,78,2.5,1250,16.5,0.32,0,0,Autumn,No Holiday,Yes
6729,1194,21.3,63,2.7,1969,13.9,1.15,0,0,Autumn,No Holiday,Yes
6730,896,22.6,58,1.8,1962,13.9,2.02,0,0,Autumn,No Holiday,Yes
6731,988,23.8,51,3.5,1970,13,2.62,0,0,Autumn,No Holiday,Yes
6732,1213,24.2,50,3.8,2000,13.1,2.85,0,0,Autumn,No Holiday,Yes
6733,1119,24.3,50,2.9,2000,13.2,2.37,0,0,Autumn,No Holiday,Yes
6734,1187,25.2,43,3.2,1981,11.7,2.59,0,0,Autumn,No Holiday,Yes
6735,1391,24.7,44,4.2,2000,11.6,1.92,0,0,Autumn,No Holiday,Yes
6736,1577,25.2,39,2.8,1987,10.2,1.65,0,0,Autumn,No Holiday,Yes
6737,2183,24.5,37,3.2,2000,8.8,1.04,0,0,Autumn,No Holiday,Yes
6738,3154,24.4,34,2.4,2000,7.5,0.84,0,0,Autumn,No Holiday,Yes
6739,2365,22.6,39,2.8,2000,7.9,0.14,0,0,Autumn,No Holiday,Yes
6740,1959,21.6,43,1.4,2000,8.4,0,0,0,Autumn,No Holiday,Yes
6741,1915,20.6,48,2.1,2000,9.1,0,0,0,Autumn,No Holiday,Yes
6742,1796,19.8,51,1.2,2000,9.3,0,0,0,Autumn,No Holiday,Yes
6743,1363,19.4,50,2.8,2000,8.6,0,0,0,Autumn,No Holiday,Yes
6744,1107,19.2,53,3.7,2000,9.3,0,0,0,Autumn,No Holiday,Yes
6745,1001,18.9,55,2.3,2000,9.6,0,0,0,Autumn,No Holiday,Yes
6746,692,18.5,57,2.3,2000,9.8,0,0,0,Autumn,No Holiday,Yes
6747,504,17.8,60,0.2,2000,9.9,0,0,0,Autumn,No Holiday,Yes
6748,285,17.2,66,0.6,2000,10.7,0,0,0,Autumn,No Holiday,Yes
6749,227,16.7,70,0.8,2000,11.1,0,0,0,Autumn,No Holiday,Yes
6750,322,16.2,70,0.3,2000,10.7,0,0,0,Autumn,No Holiday,Yes
6751,511,16,70,1.1,2000,10.5,0.11,0,0,Autumn,No Holiday,Yes
6752,827,17.1,57,1,1979,8.5,0.76,0,0,Autumn,No Holiday,Yes
6753,956,19.9,51,0.6,1906,9.4,1.46,0,0,Autumn,No Holiday,Yes
6754,1096,22.2,43,0.9,1891,9,2.09,0,0,Autumn,No Holiday,Yes
6755,1179,24.2,41,1.5,1818,10.1,2.62,0,0,Autumn,No Holiday,Yes
6756,1273,25.2,36,2.4,1995,9,2.93,0,0,Autumn,No Holiday,Yes
6757,1505,26.1,32,3,1985,8.1,3.06,0,0,Autumn,No Holiday,Yes
6758,1554,26.8,31,2.8,2000,8.2,2.96,0,0,Autumn,No Holiday,Yes
6759,1792,26.9,33,2.9,1997,9.2,2.65,0,0,Autumn,No Holiday,Yes
6760,1943,27.7,32,1.4,2000,9.4,2.05,0,0,Autumn,No Holiday,Yes
6761,2167,27.2,35,1.7,2000,10.3,1.32,0,0,Autumn,No Holiday,Yes
6762,2255,25.7,38,1.5,2000,10.3,0.64,0,0,Autumn,No Holiday,Yes
6763,1978,24,41,1.9,2000,9.9,0.1,0,0,Autumn,No Holiday,Yes
6764,1944,22.8,45,2,2000,10.2,0,0,0,Autumn,No Holiday,Yes
6765,1878,22.1,49,1.7,2000,10.8,0,0,0,Autumn,No Holiday,Yes
6766,1675,21.5,51,2,2000,10.9,0,0,0,Autumn,No Holiday,Yes
6767,1142,20.7,52,1.4,2000,10.4,0,0,0,Autumn,No Holiday,Yes
6768,1185,19.6,53,1.5,2000,9.7,0,0,0,Autumn,No Holiday,Yes
6769,835,18.8,54,0.1,2000,9.2,0,0,0,Autumn,No Holiday,Yes
6770,589,18.1,57,0.3,2000,9.4,0,0,0,Autumn,No Holiday,Yes
6771,395,17.4,57,0.6,2000,8.7,0,0,0,Autumn,No Holiday,Yes
6772,264,17,59,0,2000,8.9,0,0,0,Autumn,No Holiday,Yes
6773,165,16.3,66,0.5,2000,9.9,0,0,0,Autumn,No Holiday,Yes
6774,255,15.8,69,0.9,2000,10.1,0,0,0,Autumn,No Holiday,Yes
6775,366,15.7,68,0.9,2000,9.8,0.05,0,0,Autumn,No Holiday,Yes
6776,644,17.4,56,0.8,2000,8.5,0.49,0,0,Autumn,No Holiday,Yes
6777,803,20.4,51,1.8,2000,9.9,1.43,0,0,Autumn,No Holiday,Yes
6778,928,22.9,45,1.5,2000,10.3,2.1,0,0,Autumn,No Holiday,Yes
6779,1051,24.4,41,1.3,1982,10.2,2.61,0,0,Autumn,No Holiday,Yes
6780,1220,25.9,39,1.2,1950,10.8,2.89,0,0,Autumn,No Holiday,Yes
6781,1432,27.2,32,1.7,2000,9,3.12,0,0,Autumn,No Holiday,Yes
6782,1662,28.2,29,2,2000,8.4,3.09,0,0,Autumn,No Holiday,Yes
6783,1877,28.9,27,1.8,2000,8,2.9,0,0,Autumn,No Holiday,Yes
6784,2099,27.1,35,0.9,2000,10.3,1.27,0,0,Autumn,No Holiday,Yes
6785,2201,27.7,33,1.1,2000,9.9,1.21,0,0,Autumn,No Holiday,Yes
6786,2368,26,35,0.3,2000,9.3,0.2,0,0,Autumn,No Holiday,Yes
6787,2033,24.1,56,2.5,2000,14.7,0.04,0,0,Autumn,No Holiday,Yes
6788,1930,22.9,58,2.6,2000,14.1,0,0,0,Autumn,No Holiday,Yes
6789,1820,22.2,57,1.2,2000,13.2,0,0,0,Autumn,No Holiday,Yes
6790,1291,21.8,54,1.6,2000,12,0,0,0,Autumn,No Holiday,Yes
6791,941,21.2,56,2.5,2000,12,0,0,0,Autumn,No Holiday,Yes
6792,792,20.7,57,1.8,2000,11.8,0,0,0,Autumn,No Holiday,Yes
6793,487,20.5,58,1.7,2000,11.9,0,0,0,Autumn,No Holiday,Yes
6794,332,20,59,1.5,2000,11.7,0,0,0,Autumn,No Holiday,Yes
6795,176,19.7,60,1.9,2000,11.7,0,0,0,Autumn,No Holiday,Yes
6796,188,19.4,61,1.6,2000,11.6,0,0,0,Autumn,No Holiday,Yes
6797,226,19.1,62,1.6,2000,11.6,0,0,0,Autumn,No Holiday,Yes
6798,691,18.7,64,0.9,2000,11.7,0,0,0,Autumn,No Holiday,Yes
6799,1463,18.9,63,1.8,2000,11.6,0.09,0,0,Autumn,No Holiday,Yes
6800,2278,20.1,57,1.6,2000,11.3,0.73,0,0,Autumn,No Holiday,Yes
6801,1125,22.3,52,1.9,2000,11.9,1.43,0,0,Autumn,No Holiday,Yes
6802,862,24,47,1.6,1996,11.9,2.08,0,0,Autumn,No Holiday,Yes
6803,934,25.3,44,1.2,1948,12.1,2.59,0,0,Autumn,No Holiday,Yes
6804,1095,26.7,40,1.4,2000,11.9,2.92,0,0,Autumn,No Holiday,Yes
6805,1057,27.1,38,1.7,2000,11.5,2.56,0,0,Autumn,No Holiday,Yes
6806,1064,27.8,37,1.4,1983,11.7,2.67,0,0,Autumn,No Holiday,Yes
6807,1249,27.6,38,1.4,2000,11.9,2.09,0,0,Autumn,No Holiday,Yes
6808,1467,27.5,39,1.5,2000,12.3,1.46,0,0,Autumn,No Holiday,Yes
6809,2147,26.6,40,1.4,2000,11.8,0.69,0,0,Autumn,No Holiday,Yes
6810,3298,25.9,42,1.1,2000,11.9,0.48,0,0,Autumn,No Holiday,Yes
6811,2518,24.4,47,2,2000,12.3,0.05,0,0,Autumn,No Holiday,Yes
6812,2240,23.4,48,1.8,2000,11.7,0,0,0,Autumn,No Holiday,Yes
6813,2090,22.5,48,1.4,2000,10.9,0,0,0,Autumn,No Holiday,Yes
6814,1779,21.7,50,1.6,2000,10.8,0,0,0,Autumn,No Holiday,Yes
6815,1223,20.8,51,1.7,2000,10.2,0,0,0,Autumn,No Holiday,Yes
6816,910,20.1,52,1.5,2000,9.9,0,0,0,Autumn,No Holiday,Yes
6817,662,19.5,52,1.3,2000,9.3,0,0,0,Autumn,No Holiday,Yes
6818,435,18.9,52,1.1,2000,8.8,0,0,0,Autumn,No Holiday,Yes
6819,261,18.2,52,1.5,2000,8.1,0,0,0,Autumn,No Holiday,Yes
6820,193,17.7,52,1.5,2000,7.7,0,0,0,Autumn,No Holiday,Yes
6821,258,17.2,54,1.3,2000,7.7,0,0,0,Autumn,No Holiday,Yes
6822,678,17,55,1.2,2000,7.8,0,0,0,Autumn,No Holiday,Yes
6823,1556,16.9,55,1.4,2000,7.7,0.07,0,0,Autumn,No Holiday,Yes
6824,2369,17.8,53,1.4,2000,8,0.51,0,0,Autumn,No Holiday,Yes
6825,1234,19.8,49,1.9,2000,8.7,1.24,0,0,Autumn,No Holiday,Yes
6826,922,21.9,43,1.1,2000,8.7,1.89,0,0,Autumn,No Holiday,Yes
6827,1012,23.7,40,2,2000,9.2,2.6,0,0,Autumn,No Holiday,Yes
6828,1192,24.5,40,1.3,1973,10,2.64,0,0,Autumn,No Holiday,Yes
6829,1102,25.7,40,2.2,1997,11,2.98,0,0,Autumn,No Holiday,Yes
6830,1115,25.8,37,1.5,1995,9.9,2.22,0,0,Autumn,No Holiday,Yes
6831,1222,26,40,1.9,2000,11.3,1.53,0,0,Autumn,No Holiday,Yes
6832,1527,25.5,44,1.4,2000,12.3,1,0,0,Autumn,No Holiday,Yes
6833,2171,25.4,44,1.2,2000,12.2,0.84,0,0,Autumn,No Holiday,Yes
6834,3222,24.7,45,0.7,2000,11.9,0.3,0,0,Autumn,No Holiday,Yes
6835,2455,23.7,49,1.8,2000,12.3,0.03,0,0,Autumn,No Holiday,Yes
6836,2072,22.9,48,1.2,2000,11.2,0,0,0,Autumn,No Holiday,Yes
6837,2018,22.2,50,1.3,2000,11.2,0,0,0,Autumn,No Holiday,Yes
6838,1868,21.6,52,1.9,2000,11.3,0,0,0,Autumn,No Holiday,Yes
6839,1240,20.9,53,1.8,2000,10.9,0,0,0,Autumn,No Holiday,Yes
6840,949,20.2,54,1.2,2000,10.5,0,0,0,Autumn,No Holiday,Yes
6841,691,19.6,56,1.2,2000,10.5,0,0,0,Autumn,No Holiday,Yes
6842,462,19,56,0.9,2000,10,0,0,0,Autumn,No Holiday,Yes
6843,297,18.4,57,1.3,2000,9.7,0,0,0,Autumn,No Holiday,Yes
6844,215,18,59,1.5,2000,9.8,0,0,0,Autumn,No Holiday,Yes
6845,241,17.5,60,1.6,2000,9.6,0,0,0,Autumn,No Holiday,Yes
6846,656,17,63,1.3,2000,9.8,0,0,0,Autumn,No Holiday,Yes
6847,1551,16.8,61,1.3,2000,9.2,0.06,0,0,Autumn,No Holiday,Yes
6848,2391,18.2,56,1.5,1994,9.2,0.62,0,0,Autumn,No Holiday,Yes
6849,1234,20.8,48,1.1,2000,9.3,1.38,0,0,Autumn,No Holiday,Yes
6850,923,22.7,45,1.5,2000,10.1,2.08,0,0,Autumn,No Holiday,Yes
6851,1017,24.8,44,2.1,1955,11.7,2.55,0,0,Autumn,No Holiday,Yes
6852,1165,26.3,44,1.2,1966,13,2.91,0,0,Autumn,No Holiday,Yes
6853,1066,26.8,45,1.8,1984,13.8,2.6,0,0,Autumn,No Holiday,Yes
6854,1087,26.9,45,1.6,2000,13.9,2.27,0,0,Autumn,No Holiday,Yes
6855,1251,27.7,41,1.6,1969,13.2,1.98,0,0,Autumn,No Holiday,Yes
6856,1494,27.8,42,1.7,1974,13.7,1.98,0,0,Autumn,No Holiday,Yes
6857,2129,27.8,41,1.9,1999,13.3,1.27,0,0,Autumn,No Holiday,Yes
6858,3256,27,44,1.4,2000,13.6,0.62,0,0,Autumn,No Holiday,Yes
6859,2443,25.4,50,0.6,2000,14.2,0.07,0,0,Autumn,No Holiday,Yes
6860,2146,24,56,0.5,1890,14.6,0,0,0,Autumn,No Holiday,Yes
6861,2012,23.2,57,1.1,2000,14.2,0,0,0,Autumn,No Holiday,Yes
6862,1824,22.6,60,1,2000,14.4,0,0,0,Autumn,No Holiday,Yes
6863,1309,22.2,62,0.8,2000,14.5,0,0,0,Autumn,No Holiday,Yes
6864,968,21.9,62,1,1822,14.2,0,0,0,Autumn,No Holiday,Yes
6865,736,21.5,65,1,2000,14.6,0,0,0,Autumn,No Holiday,Yes
6866,437,21.2,66,0.8,2000,14.5,0,0,0,Autumn,No Holiday,Yes
6867,304,20.9,68,1.7,2000,14.7,0,0,0,Autumn,No Holiday,Yes
6868,240,20.7,69,1.3,2000,14.8,0,0,0,Autumn,No Holiday,Yes
6869,248,20.5,70,1.2,2000,14.8,0,0,0,Autumn,No Holiday,Yes
6870,655,20.3,71,1.6,2000,14.8,0,0,0,Autumn,No Holiday,Yes
6871,1448,20.5,69,1.4,2000,14.6,0.03,0,0,Autumn,No Holiday,Yes
6872,2329,20.9,68,1.3,2000,14.7,0.18,0,0,Autumn,No Holiday,Yes
6873,1322,21.8,64,1.6,2000,14.6,0.52,0,0,Autumn,No Holiday,Yes
6874,915,22.7,61,0.9,2000,14.7,0.82,0,0,Autumn,No Holiday,Yes
6875,972,23.5,61,1.2,2000,15.5,0.95,0,0,Autumn,No Holiday,Yes
6876,1119,24.3,59,1.5,2000,15.7,1.12,0,0,Autumn,No Holiday,Yes
6877,1014,25.1,56,2,1964,15.6,1.41,0,0,Autumn,No Holiday,Yes
6878,1097,27.2,49,1.5,1945,15.5,2.54,0,0,Autumn,No Holiday,Yes
6879,1200,27.8,49,1.4,1963,16.1,1.97,0,0,Autumn,No Holiday,Yes
6880,1436,28.2,48,1.4,1995,16.1,1.7,0,0,Autumn,No Holiday,Yes
6881,2021,27.9,51,1.4,2000,16.8,1.19,0,0,Autumn,No Holiday,Yes
6882,3146,26.7,56,1.8,2000,17.1,0.47,0,0,Autumn,No Holiday,Yes
6883,2365,25.4,61,0.6,2000,17.3,0.03,0,0,Autumn,No Holiday,Yes
6884,2003,24.6,62,0.9,2000,16.8,0,0,0,Autumn,No Holiday,Yes
6885,2000,23.8,67,0.6,2000,17.2,0,0,0,Autumn,No Holiday,Yes
6886,1713,22.8,70,1,2000,17,0,0,0,Autumn,No Holiday,Yes
6887,1303,22.4,73,0.3,1980,17.3,0,0,0,Autumn,No Holiday,Yes
6888,971,22.1,74,1.1,1962,17.2,0,0,0,Autumn,No Holiday,Yes
6889,775,21.6,75,1.1,1671,16.9,0,0,0,Autumn,No Holiday,Yes
6890,482,21.3,75,1.1,2000,16.6,0,0,0,Autumn,No Holiday,Yes
6891,349,21,76,0.7,1995,16.6,0,0,0,Autumn,No Holiday,Yes
6892,223,20.7,76,1,2000,16.3,0,0,0,Autumn,No Holiday,Yes
6893,249,20.7,77,0.9,2000,16.5,0,0,0,Autumn,No Holiday,Yes
6894,644,20.4,78,1,2000,16.4,0,0,0,Autumn,No Holiday,Yes
6895,1456,20.5,76,1.3,2000,16.1,0.06,0,0,Autumn,No Holiday,Yes
6896,2253,21.4,70,1.5,1986,15.6,0.38,0,0,Autumn,No Holiday,Yes
6897,1201,22.3,69,1.3,2000,16.3,0.61,0,0,Autumn,No Holiday,Yes
