Year,Mileage,PriceUSD,CityMPG,HighwayMPG,EngineLiters
2008,240000,2500,21,28,4.6
2015,202962,2500,35,41,1.9
2020,32037,11223,37,40,1.8
2022,58229,12659,39,45,1.9
2016,99422,3766,39,46,2.0
2019,47657,6702,43,50,1.4
2013,85546,4013,39,45,1.6
2010,240000,2500,34,40,2.1
2019,122388,4991,36,42,2.6
2010,172936,2500,29,37,3.1
2023,29608,27042,26,32,3.9
2015,122534,3537,40,46,1.7
2020,101863,7073,39,42,1.7
2015,158977,2910,30,38,2.4
2011,124455,2500,27,32,2.9
2019,62263,7496,32,39,2.3
2017,140450,2500,36,43,1.9
2011,240000,2500,33,40,2.3
2017,73672,7436,38,44,2.4
2011,240000,2500,31,40,2.9
2022,27406,14848,41,48,2.0
2022,31308,17421,35,40,2.6
2018,88894,5154,33,38,2.6
2020,87417,10165,30,39,3.2
2010,173758,2500,36,43,1.6
2020,56355,9020,37,46,1.9
2021,78333,17303,26,33,3.9
2014,103584,4844,30,34,2.9
2015,192052,2500,43,50,1.6
2014,100485,3995,37,45,1.8
2013,174481,2500,30,37,2.7
2020,60141,12153,34,38,2.5
2022,33150,19846,27,34,3.5
2020,50553,16541,23,29,4.3
2016,76610,4951,41,47,1.9
2017,63319,6524,25,29,3.7
2015,164692,5393,35,42,2.3
2012,109715,2500,40,47,1.4
2015,127783,2500,39,42,1.7
2020,55211,10829,36,41,2.1
2022,41668,14582,40,44,1.6
2023,33228,15918,43,49,1.5
2019,93633,7414,36,41,2.3
2016,90652,3559,34,38,1.7
2015,107116,2711,20,25,3.7
2020,54078,14125,33,40,2.8
2016,70651,4874,39,46,2.0
2017,63748,7034,38,46,1.5
2020,50269,10276,38,45,2.5
2016,139631,2500,36,45,2.2
2024,18185,22673,41,47,1.7
2013,164555,2500,35,41,1.7
2017,101008,4645,39,45,1.3
2017,92584,2500,29,36,2.3
2009,134686,3505,39,44,1.5
2019,57160,9346,36,44,2.1
2012,225140,2500,32,41,2.0
2017,68270,5870,36,41,2.1
2016,92875,4997,27,34,2.8
2016,88096,2972,35,41,2.3
2019,99775,6220,37,44,2.4
2014,56353,2500,36,43,2.0
2008,240000,2500,36,42,1.8
2021,33033,11014,43,48,1.4
2017,59206,3832,40,44,1.4
2018,77116,8365,34,42,2.6
2024,5360,29066,38,45,2.7
2016,58688,2500,34,41,2.5
2015,90427,3242,32,39,2.8
2016,156577,6940,33,38,2.7
2019,67796,5396,36,44,2.0
2019,45014,6828,39,47,1.8
2007,240000,3709,31,36,1.6
2015,72135,3179,35,42,1.5
2019,107441,6975,40,46,1.3
2017,66337,8636,41,50,1.9
2011,240000,2500,31,37,2.6
2018,103887,3485,38,43,1.7
2019,76570,8241,34,41,2.1
2018,41244,6905,38,41,2.1
2016,89471,2674,37,44,2.0
2021,76447,13807,37,40,2.2
2014,168997,4086,37,41,1.9
2014,178369,2799,20,26,3.7
2014,97919,2500,31,36,2.9
2022,42110,14619,41,45,1.7
2011,240000,2500,32,40,1.8
2014,127120,2500,36,43,1.5
2018,67572,7746,30,39,2.4
2011,240000,3397,37,43,1.6
2008,150069,2500,17,22,4.2
2012,132303,3868,27,34,2.9
2015,129566,2500,42,46,1.4
2009,180001,2500,31,36,2.5
2018,103371,8415,36,43,2.3
2017,116391,2500,34,41,2.7
2023,6754,18241,41,47,1.6
2014,88426,2500,32,38,2.5
2013,69548,2986,27,35,2.4
2013,154843,2500,30,37,2.8
2011,169203,4947,41,46,1.6
2010,240000,2500,31,38,2.5
2013,240000,2500,34,41,2.0
2018,148657,4479,36,44,2.7
2016,176889,4263,33,43,2.7
2021,51935,11428,40,48,2.1
2015,152104,2870,37,43,1.8
2014,158514,2586,30,37,3.2
2016,57801,6266,42,51,1.9
2025,1000,26835,37,41,2.0
2016,82368,5035,40,47,1.4
2015,101006,2500,38,46,1.5
2016,70968,5953,27,30,3.2
2020,46777,11180,40,46,1.8
2015,240000,2500,28,32,2.5
2018,97026,6053,32,42,2.5
2016,111775,4802,31,37,2.3
2017,79929,5568,27,34,2.4
2013,153193,2500,24,31,3.4
2017,61634,5145,41,48,1.3
2020,61172,9638,37,42,1.9
2018,81455,6633,35,41,1.9
2016,96106,4099,36,41,1.9
2018,114431,4692,35,40,2.1
2008,240000,2500,35,40,1.7
2011,212230,2500,28,37,3.5
2020,71043,9508,39,48,1.9
2013,136121,2500,39,47,1.6
2018,59683,7174,35,44,2.2
2022,46864,12723,39,44,2.0
2013,57331,2730,23,31,4.2
2017,113900,4841,36,44,2.3
2019,83202,11362,29,37,3.6
2020,32418,13469,31,40,3.2
2021,48776,10976,38,44,1.6
2015,83493,3770,26,32,3.0
2025,12746,25742,40,47,1.5
2017,89650,3480,33,39,2.5
2019,62714,11020,25,30,3.1
2009,167623,2500,37,44,2.3
2018,74065,6048,41,47,1.1
2015,146267,2935,31,40,2.0
2021,43750,10676,45,53,1.4
2016,134424,2500,34,41,2.1
2012,212954,6394,32,40,2.0
2022,46102,12708,40,45,1.8
2016,157194,3695,30,37,1.9
2019,120508,6232,39,43,2.2
2014,80263,2500,37,44,1.6
2024,1825,20504,40,45,1.3
2016,157645,2500,34,40,2.0
2016,127327,3264,26,33,3.3
2015,77568,3398,41,47,1.2
2018,59733,10160,24,31,3.5
2025,1000,29375,44,51,1.6
2017,81207,8122,28,34,2.8
2019,92816,7137,37,44,1.7
2018,191715,2500,35,42,2.4
2011,93508,2500,40,47,1.7
2007,211861,2500,34,38,1.7
2019,57127,10433,36,41,1.8
2012,140096,2966,26,36,3.2
2022,34040,14360,47,54,1.7
2006,206217,2500,29,36,3.0
2007,136766,2500,29,32,2.5
2015,77206,3640,32,35,1.7
2014,148323,2500,33,39,2.2
2014,126905,2500,37,45,1.6
2017,138277,2578,39,47,1.5
2015,155279,2500,26,33,4.2
2011,154610,2500,35,39,1.8
2017,77416,6311,25,28,3.9
2020,110526,9456,36,43,1.8
2014,145367,4573,33,38,2.5
2015,87757,2500,39,46,1.9
2018,84068,6924,35,39,2.3
2025,1000,29694,39,48,2.0
2013,215530,2500,39,48,1.5
2017,165215,2500,31,36,2.6
2020,56426,8749,40,45,1.6
2016,170590,3505,35,43,2.3
2012,140169,3074,31,39,3.0
2017,99708,9328,23,32,3.7
2012,116193,2500,30,33,2.5
2012,191306,2500,39,45,1.7
2019,61237,11086,29,37,3.4
2015,191055,3667,30,36,2.9
2008,221902,2500,34,41,1.5
2013,169132,2500,35,43,2.0
2010,157313,2500,32,39,2.3
2011,186709,2500,31,38,2.7
2017,136639,7255,28,36,3.1
2016,91000,2765,36,42,2.6
2019,58583,11895,29,34,3.6
2020,60431,11368,38,47,2.6
2022,32404,15122,37,43,2.1
2016,122180,3638,36,40,2.5
2017,106589,6260,27,35,4.0
2017,96995,7408,25,30,3.6
2022,47504,17499,38,42,1.9
2019,72539,8107,37,42,2.3
2015,151268,2500,38,44,1.4
2018,106174,7769,26,32,3.7
2020,73056,12177,31,35,3.3
2014,103652,2500,35,41,1.9
2017,149359,4407,29,36,3.6
2010,240000,2500,35,43,1.7
2016,98976,7256,29,39,3.6
2015,61585,7357,32,40,1.9
2023,20304,20223,37,44,2.0
2017,51559,8060,29,33,3.2
2012,129257,2500,40,47,1.6
2014,111795,4808,30,37,2.6
2015,117908,2578,31,37,2.7
2014,142187,5152,29,34,2.8
2012,90908,2500,29,38,3.0
2007,217540,2500,29,34,2.9
2015,100331,4841,36,43,1.8
2017,49836,8661,28,34,3.5
2014,194222,2500,33,40,2.3
2017,86927,5981,34,40,2.2
2015,81903,2895,37,42,1.8
2024,6905,28424,35,43,2.5
2023,33366,13974,38,47,1.7
2025,1000,30189,37,44,2.0
2022,31139,18641,34,40,2.6
2017,137923,3623,40,47,2.0
2016,54887,2500,36,42,1.6
2016,178712,2500,30,36,2.7
2021,84323,9028,35,41,2.3
2018,84102,4465,37,44,2.3
2016,76382,3847,42,49,1.9
2016,125700,4525,29,35,2.7
2014,115998,3645,37,43,2.0
2016,111789,5278,29,31,3.4
2017,137316,3258,40,48,1.4
2009,206498,2500,33,38,2.0
2021,43264,14512,32,39,2.6
2011,240000,2500,36,44,2.0
2014,110020,2500,27,33,3.1
2019,61940,8255,37,44,2.0
2021,7711,11762,39,47,1.5
2013,136035,2500,36,40,1.6
2025,1000,35653,36,43,2.6
2022,39638,15478,36,40,2.0
2013,201219,2500,43,49,1.1
2008,240000,2500,36,43,1.9
2013,163485,2500,32,38,1.9
2022,34114,18468,37,42,2.7
2016,95192,2500,37,42,2.2
2016,88787,5846,40,49,2.1
2017,81173,7059,27,33,3.9
2015,98873,5165,39,49,1.5
2015,110304,3329,23,30,4.3
2025,1000,27787,44,51,1.7
2023,35129,26059,30,39,3.2
2025,1047,31103,35,41,2.2
2018,102562,7015,35,42,1.9
2013,121876,2500,29,35,2.8
2017,168275,3465,37,43,2.1
2018,32452,4201,42,47,1.2
2012,138718,2500,41,49,1.3
2022,23012,13335,39,42,2.1
2021,49295,16597,24,31,4.2
2020,53582,12476,31,39,3.4
2013,81970,2559,30,35,2.6
2019,70335,8740,41,46,1.4
2018,89550,9086,31,38,2.9
2020,40292,16467,22,29,4.7
2016,50780,5313,34,39,2.2
2018,81718,8028,42,50,1.8
2017,120265,2747,41,46,1.6
2016,57130,3766,36,41,1.6
2021,50898,12176,35,41,2.4
2017,72820,4147,40,48,1.5
2011,240000,2500,32,39,2.7
2021,40942,16549,38,46,2.4
2012,114496,2500,28,36,3.1
2025,3417,35391,38,44,2.7
2009,220198,2500,19,26,4.2
2013,195989,2500,23,28,3.4
2011,165801,2500,30,34,2.5
2017,101375,4217,39,47,1.4
2012,105576,2500,36,39,1.9
2012,108838,3167,35,41,2.1
2020,91435,7204,40,44,1.6
2019,48712,8015,38,47,2.0
2018,72140,9938,26,30,4.0
2020,35572,9228,39,45,1.8
2005,149386,2500,31,39,1.9
2017,82103,4464,33,39,2.8
2020,116394,5809,39,45,1.8
2019,55063,6979,37,45,1.7
2011,240000,2500,40,47,1.3
2022,42855,12392,36,42,1.9
2011,214302,2500,36,43,1.5
2015,86370,3630,35,43,2.2
2016,110970,4321,36,42,1.9
2009,240000,2500,32,42,1.7
2020,64208,15405,36,43,2.4
2012,190768,2500,41,46,1.0
2021,36392,15565,36,42,2.5
2015,85161,3673,33,37,2.5
2015,195386,2500,39,47,1.9
2010,165872,2500,30,35,2.6
2018,136497,6261,34,41,2.7
2022,34616,17067,37,45,2.4
2018,120130,5886,37,44,2.0
2017,94712,9985,35,41,2.7
2020,69575,7968,34,41,2.4
2015,91711,4490,42,46,1.5
2013,110684,2500,31,40,2.1
2017,118026,2679,40,46,1.3
2015,119342,2500,39,47,1.5
2018,122993,4354,34,38,1.7
2022,72365,13739,38,47,2.4
2014,143929,2500,41,48,1.8
2018,82389,6129,35,41,2.1
2017,156550,5075,27,35,3.7
2011,240000,2500,34,40,1.7
2015,120591,2500,38,44,1.8
2014,196828,2500,35,41,1.7
2016,72834,7470,15,21,5.0
2023,27771,18743,38,43,2.1
2019,47962,10028,41,46,1.5
2016,119701,2500,36,42,2.0
2015,190118,3687,27,33,3.5
2019,111403,8384,20,25,4.0
2021,46413,10430,44,52,1.8
2017,59831,6952,34,42,2.3
2018,110893,6628,30,37,2.9
2022,47186,13878,38,46,2.4
2019,75104,9365,36,42,2.3
2020,76423,12391,26,33,4.3
2006,240000,2500,35,42,1.7
2014,119808,3824,30,38,2.7
2012,203001,2500,31,38,2.9
2022,22698,18497,34,42,2.6
2021,36232,16309,34,39,2.5
2010,134237,2500,36,41,1.8
2020,63304,9873,37,42,2.3
2017,128469,3903,37,45,1.8
2010,142682,2500,38,45,1.8
2008,209245,2500,31,40,2.8
2013,165776,4374,29,33,2.7
2022,12722,18603,38,44,2.1
2012,130440,2500,36,45,1.9
2010,116964,2500,33,40,2.3
2021,53263,13212,34,43,2.4
2012,188296,2500,26,32,3.7
2022,48668,15636,40,46,1.8
2016,101726,4680,39,46,1.6
2015,186887,2500,31,38,3.0
2017,63343,6245,37,44,2.4
2012,131782,2500,33,38,2.2
2012,174960,2500,37,44,2.4
2014,122256,2803,33,38,2.3
2015,89071,2500,27,34,3.4
2019,77219,4408,35,43,2.6
2013,120828,4458,29,32,2.2
2008,240000,2500,37,43,1.5
2010,137449,2500,28,36,2.5
2013,172198,3778,35,43,1.5
2018,111964,6313,40,45,1.5
2014,167885,3657,35,44,1.7
2020,36586,9991,35,42,2.1
2022,11002,15245,40,48,1.9
2009,133998,2500,21,29,3.1
2018,74484,6985,34,43,2.7
2016,129588,5033,38,44,1.7
2020,66936,13663,29,37,3.2
2016,89579,3909,39,44,1.5
2015,138310,2500,33,39,1.6
2015,68498,5543,36,42,1.7
2008,226998,2500,32,39,1.8
2017,59384,3223,39,43,1.3
2012,159753,3855,24,31,3.4
2018,66969,8236,32,38,2.0
2010,240000,2500,36,43,1.8
2021,25942,14803,31,35,3.3
2014,157790,2500,38,43,1.7
2019,111907,5907,30,36,2.4
2017,140318,4302,33,40,2.4
2015,72251,3302,37,44,2.2
2016,83997,3263,27,36,3.0
2019,60290,9007,30,37,2.9
2011,175032,3194,19,26,4.1
2015,176900,2500,38,45,1.5
2019,97930,9285,23,27,4.1
2016,162353,3375,30,38,2.6
2017,96015,8524,19,26,4.8
2015,21695,6479,34,41,2.2
2012,68807,2528,34,39,2.8
2019,65159,7511,37,45,2.3
2013,150462,2500,37,45,2.1
2018,47532,6609,36,42,1.8
2010,92120,2500,30,35,2.4
2016,113154,3427,40,46,1.9
2025,1000,31638,35,39,2.6
2017,169538,2500,37,44,1.7
2016,50278,5138,36,44,1.9
2014,125119,3907,36,42,1.7
2016,98545,3144,39,47,1.8
2021,34450,8211,43,51,1.0
2010,182355,2500,19,25,3.9
2017,75724,6886,39,46,1.7
2013,145851,5323,29,34,3.6
2023,7875,18334,41,49,1.9
2012,162528,2899,38,46,1.8
2015,73922,6188,24,31,4.1
2018,70486,10341,31,40,2.6
2019,55092,10888,27,34,3.7
2017,129012,5923,33,38,2.4
2025,1000,37730,36,40,2.7
2020,54596,8923,37,42,1.5
2018,52614,11363,36,42,2.0
2021,27462,15025,32,42,3.0
2016,103829,4455,38,43,1.7
2013,178447,2500,34,42,2.1
2014,98833,2500,35,40,2.0
2021,55786,10597,42,46,1.5
2015,79136,6817,26,32,3.4
2017,98387,5965,38,45,1.6
2016,83218,5807,39,46,1.7
2019,108461,6379,37,43,2.4
2013,125690,2755,36,40,2.4
2013,195987,2500,34,41,2.3
2010,236657,2500,29,37,2.2
2016,125587,2500,35,44,2.0
2015,115192,2500,37,42,1.9
2019,36335,9877,42,47,1.6
2013,233277,2500,33,39,2.3
2016,51135,8450,26,33,3.0
2016,121545,4765,25,35,3.0
2013,240000,2697,38,46,2.2
2017,102628,2537,40,46,1.7
2025,1000,36034,37,45,2.4
2016,151840,5326,36,42,2.1
2017,105678,4968,38,44,1.5
2018,50814,11955,23,32,4.5
2017,137433,2500,32,39,2.5
2020,93829,5633,40,48,1.6
2009,193251,2500,31,38,1.7
2017,50097,7173,32,37,2.4
2014,127320,3484,32,38,2.3
2017,116421,2500,37,46,1.8
2017,86092,5316,34,37,2.2
2018,113489,4160,38,44,1.8
2012,223555,2500,26,31,3.0
2011,47606,2500,30,36,2.4
2011,129730,2500,34,40,1.4
2020,88529,9636,40,46,2.2
2019,34825,6615,31,38,2.4
2016,116126,5788,27,34,3.7
2012,130824,2500,28,36,2.8
2025,1000,33910,33,40,2.3
2010,240000,2500,33,41,2.2
2022,36613,15866,30,35,3.3
2012,137118,2500,36,43,1.9
2009,159382,3097,36,43,1.4
2012,172001,2500,31,40,2.5
2017,81275,4772,39,47,2.0
2021,51250,14626,38,42,2.2
2023,17447,23214,38,46,2.8
2021,25402,9941,40,50,1.6
2018,91153,5869,37,46,2.4
2017,58569,3098,40,49,1.3
2018,77354,9281,34,40,2.3
2021,38424,16681,31,37,3.1
2014,133740,2500,43,48,1.6
2012,99171,2500,29,36,3.1
2018,64314,6221,40,45,1.7
2020,50984,8797,35,42,1.8
2020,47474,10750,37,42,1.9
2015,96231,2500,37,43,1.7
2013,131083,2500,31,37,2.6
2011,171520,2796,29,35,2.5
2016,143946,7628,37,44,2.5
2014,108780,2500,39,43,2.0
2018,40936,4520,42,49,1.0
2008,167032,3961,23,29,3.9
2015,119121,3537,40,46,1.3
2014,101534,2500,37,43,1.9
2020,69304,10368,39,45,1.9
2025,1000,28114,41,46,1.4
2011,226244,2661,30,36,2.3
2019,51191,7991,34,42,2.8
2023,36178,24165,35,44,3.1
2020,33266,12226,37,44,2.3
2020,28244,13414,32,38,2.6
2018,91522,9615,38,43,1.7
2014,225719,2500,31,34,2.9
2015,59238,3606,28,35,2.9
2009,218985,2500,40,48,1.8
2020,51010,9926,38,44,2.1
2013,109610,3073,21,30,3.6
2014,223012,2500,36,40,1.9
2018,143761,2500,35,37,1.9
2019,45065,12393,21,27,4.5
2013,215089,2500,40,47,1.7
2019,48845,9447,30,37,3.4
2021,48141,13068,39,42,1.8
2016,97404,6198,20,25,4.0
2016,133198,3327,31,37,2.9
2016,122172,4115,32,40,2.6
2016,115632,2996,33,39,2.5
2023,27887,23562,43,51,2.4
2019,106395,4658,42,51,1.8
2012,168267,2500,22,31,3.4
2020,50668,11685,33,40,2.2
2008,240000,2500,36,46,1.8
2024,9451,23886,43,48,1.9
2013,178274,2812,21,30,3.3
2025,6520,34442,33,40,2.6
2017,64480,5434,37,45,2.0
2012,101391,2500,41,47,1.4
2012,201056,2500,36,43,2.0
2014,183293,3150,33,39,2.6
2019,39694,10877,38,44,2.2
2013,133643,2500,36,44,1.6
2010,137334,2500,28,37,2.4
2015,145862,3424,33,37,2.5
2017,85497,6171,33,39,2.6
2016,142144,3780,39,45,1.9
2013,161830,2500,33,40,2.9
2009,226729,2500,36,42,1.8
2022,23808,17873,43,49,1.7
2016,101470,4317,35,42,2.6
2016,97630,3301,33,40,2.8
2017,32392,5105,40,50,1.2
2010,103823,2500,36,45,1.8
2024,5961,29766,35,45,2.9
2012,132714,2500,32,38,1.7
2015,122159,4171,36,40,1.7
2013,211070,2500,34,40,2.3
2011,176205,2500,33,40,2.7
2017,173839,2500,29,35,2.9
2012,156778,2980,33,39,2.9
2016,90034,3778,33,38,2.7
