Hours Since Oct 2 2012,traffic_volume,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,holiday
39786,4949,267.68,0,0,75,Snow,light snow,None
39787,5342,268.01,0,0,75,Clouds,broken clouds,None
39788,5368,268.35,0,0,90,Mist,mist,None
39789,5386,268.81,0,0,90,Snow,light snow,None
39790,5672,269.35,0,0,90,Mist,mist,None
39791,6048,270,0,0,90,Clouds,overcast clouds,None
39792,6669,270.15,0,0,90,Clouds,overcast clouds,None
39793,5666,270.08,0,0,90,Clouds,overcast clouds,None
39794,4776,270.22,0,0,90,Snow,light snow,None
39795,3550,270.22,0,0,90,Snow,light snow,None
39796,3550,270.22,0,0,90,Mist,mist,None
39797,2849,269.64,0,0,90,Snow,light snow,None
39798,2849,269.64,0,0,90,Mist,mist,None
39799,2866,269.93,0,0,90,Snow,light snow,None
39800,2866,269.93,0,0,90,Mist,mist,None
39801,2554,270,0,0,90,Snow,light snow,None
39802,2554,270,0,0,90,Mist,mist,None
39803,1814,270.68,0,0,90,Snow,light snow,None
39804,1814,270.68,0,0,90,Mist,mist,None
39805,1275,271.01,0,0,40,Mist,mist,None
39806,1275,271.01,0,0,40,Snow,light snow,None
39807,817,271.08,0,0,40,Snow,light snow,None
39808,817,271.08,0,0,40,Mist,mist,None
39809,646,271.37,0,0,90,Mist,mist,None
39810,646,271.37,0,0,90,Snow,light snow,None
39811,413,271.15,0,0,40,Snow,light snow,None
39812,413,271.15,0,0,40,Mist,mist,None
39813,441,270.48,0,0,40,Clouds,scattered clouds,None
39814,798,270.15,0,0,1,Mist,mist,None
39815,1294,269.42,0,0,1,Mist,mist,None
39816,1812,269.01,0,0,90,Clouds,overcast clouds,None
39817,2603,269.35,0,0,90,Mist,mist,None
39818,3440,269.29,0,0,90,Mist,mist,None
39819,3960,269.61,0,0,90,Mist,mist,None
39820,4303,270.41,0,0,75,Mist,mist,None
39821,4303,270.41,0,0,75,Haze,haze,None
39822,4806,270.58,0,0,90,Haze,haze,None
39823,4806,270.58,0,0,90,Mist,mist,None
39824,4743,270.84,0,0,75,Haze,haze,None
39825,4743,270.84,0,0,75,Mist,mist,None
39826,4893,271.15,0,0,90,Haze,haze,None
39827,5448,270.93,0,0,90,Haze,haze,None
39828,6122,271.01,0,0,90,Haze,haze,None
39829,6122,271.01,0,0,90,Mist,mist,None
39830,5088,270.95,0,0,90,Haze,haze,None
39831,4600,270.42,0,0,90,Clouds,overcast clouds,None
39832,3512,269.82,0,0,40,Clouds,scattered clouds,None
39833,3143,269.65,0,0,90,Clouds,overcast clouds,None
39834,3003,269.37,0,0,1,Clear,sky is clear,None
39835,3020,268.79,0,0,40,Clouds,scattered clouds,None
39836,2166,268.22,0,0,1,Clear,sky is clear,None
39837,1230,267.58,0,0,40,Clouds,scattered clouds,None
39838,759,267.51,0,0,40,Clouds,scattered clouds,None
39839,557,266.58,0,0,1,Clear,sky is clear,None
39840,391,266.51,0,0,90,Mist,mist,None
39841,320,266.68,0,0,75,Mist,mist,None
39842,501,267.02,0,0,90,Mist,mist,None
39843,931,267.37,0,0,1,Mist,mist,None
39844,1283,267.69,0,0,90,Mist,mist,None
39845,1994,267.68,0,0,90,Mist,mist,None
39846,1994,267.68,0,0,90,Fog,fog,None
39847,3246,268.22,0,0,90,Mist,mist,None
39848,3246,268.22,0,0,90,Haze,haze,None
39849,3246,268.22,0,0,90,Fog,fog,None
39850,4399,268.68,0,0,90,Mist,mist,None
39851,4399,268.68,0,0,90,Haze,haze,None
39852,4399,268.68,0,0,90,Fog,fog,None
39853,3996,269.29,0,0,90,Mist,mist,None
39854,3996,269.29,0,0,90,Haze,haze,None
39855,4084,269.92,0,0,90,Mist,mist,None
39856,3977,270.15,0,0,40,Mist,mist,None
39857,3977,270.15,0,0,40,Haze,haze,None
39858,4015,270.42,0,0,90,Mist,mist,None
39859,4015,270.42,0,0,90,Snow,light snow,None
39860,4255,270.94,0,0,90,Mist,mist,None
39861,4255,270.94,0,0,90,Haze,haze,None
39862,4255,270.94,0,0,90,Snow,light snow,None
39863,4493,270.79,0,0,90,Mist,mist,None
39864,4493,270.79,0,0,90,Haze,haze,None
39865,4183,270.79,0,0,90,Mist,mist,None
39866,4183,270.79,0,0,90,Haze,haze,None
39867,3558,270.65,0,0,90,Mist,mist,None
39868,3558,270.65,0,0,90,Haze,haze,None
39869,2892,270.22,0,0,90,Mist,mist,None
39870,2892,270.22,0,0,90,Haze,haze,None
39871,2486,270.15,0,0,90,Mist,mist,None
39872,2486,270.15,0,0,90,Haze,haze,None
39873,2061,270.08,0,0,90,Mist,mist,None
39874,2061,270.08,0,0,90,Haze,haze,None
39875,1692,269.94,0,0,90,Mist,mist,None
39876,1692,269.94,0,0,90,Haze,haze,None
39877,979,270.15,0,0,90,Mist,mist,None
39878,979,270.15,0,0,90,Haze,haze,None
39879,530,270.08,0,0,40,Mist,mist,None
39880,530,270.08,0,0,40,Haze,haze,None
39881,310,270.08,0,0,1,Mist,mist,None
39882,310,270.08,0,0,1,Haze,haze,None
39883,260,270.22,0,0,90,Mist,mist,None
39884,260,270.22,0,0,90,Haze,haze,None
39885,332,270.22,0,0,75,Mist,mist,None
39886,332,270.22,0,0,75,Haze,haze,None
39887,905,270.22,0,0,40,Mist,mist,None
39888,2852,270.15,0,0,75,Mist,mist,None
39889,5448,270.15,0,0,40,Mist,mist,None
39890,6198,270.15,0,0,1,Mist,mist,None
39891,5039,270.01,0,0,75,Mist,mist,None
39892,4901,270.35,0,0,75,Mist,mist,None
39893,4496,271.72,0,0,90,Haze,haze,None
39894,4496,271.72,0,0,90,Mist,mist,None
39895,4542,273.15,0,0,1,Mist,mist,None
39896,4860,274.21,0,0,75,Clouds,broken clouds,None
39897,4802,274.75,0,0,90,Clouds,overcast clouds,None
39898,5185,275.15,0,0,90,Clouds,overcast clouds,None
39899,5859,275.43,0,0,1,Clear,sky is clear,None
39900,6502,275.93,0,0,90,Clouds,overcast clouds,None
39901,6009,276.08,0,0,90,Clouds,overcast clouds,None
39902,4434,276.36,0,0,90,Clouds,overcast clouds,None
39903,3065,276.88,0,0,75,Clouds,broken clouds,None
39904,2397,277.81,0,0,90,Clouds,overcast clouds,None
39905,2125,277.81,0,0,75,Clouds,broken clouds,None
39906,1560,276.72,0,0,1,Clear,sky is clear,None
39907,1062,276.61,0,0,1,Clear,sky is clear,None
39908,591,275.45,0,0,1,Clear,sky is clear,None
39909,371,275.36,0,0,1,Clear,sky is clear,None
39910,278,275.29,0,0,40,Clouds,scattered clouds,None
39911,359,276,0,0,40,Clouds,scattered clouds,None
39912,869,275.62,0,0,1,Rain,light rain,None
39913,2977,275.15,0,0,1,Clear,sky is clear,None
39914,5784,274.42,0,0,1,Clear,sky is clear,None
39915,6291,273.58,0,0,20,Clouds,few clouds,None
39916,5791,273.22,0,0,40,Clouds,scattered clouds,None
39917,5121,273.15,0,0,75,Clouds,broken clouds,None
39918,4727,273.95,0,0,40,Clouds,scattered clouds,None
39919,4976,274.21,0,0,75,Clouds,broken clouds,None
39920,5123,274.62,0,0,75,Clouds,broken clouds,None
39921,4997,274.43,0,0,75,Clouds,broken clouds,None
39922,5385,274.61,0,0,75,Clouds,broken clouds,None
39923,5847,273.93,0,0,75,Clouds,broken clouds,None
39924,6677,273.82,0,0,75,Clouds,broken clouds,None
39925,5962,272.89,0,0,75,Clouds,broken clouds,None
39926,4381,271.75,0,0,40,Clouds,scattered clouds,None
39927,3323,271.09,0,0,5,Clear,sky is clear,None
39928,2794,270.22,0,0,75,Clouds,broken clouds,None
39929,2461,270.01,0,0,75,Clouds,broken clouds,None
39930,1911,269.28,0,0,1,Clear,sky is clear,None
39931,1146,268.48,0,0,1,Clear,sky is clear,None
39932,635,268.37,0,0,1,Clear,sky is clear,None
39933,418,267.95,0,0,1,Clear,sky is clear,None
39934,306,267.72,0,0,1,Clear,sky is clear,None
39935,379,267.15,0,0,1,Clear,sky is clear,None
39936,905,266.53,0,0,75,Clouds,broken clouds,None
39937,2952,265.93,0,0,75,Clouds,broken clouds,None
39938,5834,265.65,0,0,75,Clouds,broken clouds,None
39939,6546,265.48,0,0,75,Clouds,broken clouds,None
39940,5694,265.36,0,0,90,Clouds,overcast clouds,None
39941,5372,265.21,0,0,90,Clouds,overcast clouds,None
39942,4902,265.55,0,0,90,Clouds,overcast clouds,None
39943,5092,265.68,0,0,90,Clouds,overcast clouds,None
39944,5090,265.81,0,0,90,Clouds,overcast clouds,None
39945,4769,265.82,0,0,90,Snow,light snow,None
39946,5026,265.3,0,0,90,Snow,snow,None
39947,5026,265.3,0,0,90,Haze,haze,None
39948,5549,265.07,0,0,90,Snow,light snow,None
39949,5549,265.07,0,0,90,Mist,mist,None
39950,5549,265.07,0,0,90,Haze,haze,None
39951,6372,265.3,0,0,90,Snow,light snow,None
39952,5634,265.38,0,0,90,Snow,light snow,None
39953,4366,265.51,0,0,90,Snow,light snow,None
39954,3259,265.58,0,0,90,Clouds,overcast clouds,None
39955,2648,265.68,0,0,90,Clouds,overcast clouds,None
39956,2533,265.86,0,0,90,Clouds,overcast clouds,None
39957,1915,265.65,0,0,90,Clouds,overcast clouds,None
39958,1204,265.65,0,0,90,Clouds,overcast clouds,None
39959,621,265.86,0,0,90,Clouds,overcast clouds,None
39960,393,265.94,0,0,90,Clouds,overcast clouds,None
39961,281,265.95,0,0,90,Clouds,overcast clouds,None
39962,382,266.08,0,0,90,Clouds,overcast clouds,None
39963,901,266.15,0,0,90,Clouds,overcast clouds,None
39964,2863,266.15,0,0,90,Clouds,overcast clouds,None
39965,5512,266.28,0,0,90,Clouds,overcast clouds,None
39966,5878,266.28,0,0,90,Clouds,overcast clouds,None
39967,5310,266.28,0,0,90,Clouds,overcast clouds,None
39968,4975,266.15,0,0,75,Clouds,broken clouds,None
39969,4792,266.36,0,0,75,Clouds,broken clouds,None
39970,4936,266.95,0,0,75,Snow,light snow,None
39971,5140,267.15,0,0,90,Snow,light snow,None
39972,5137,267.44,0,0,1,Snow,light snow,None
39973,5493,268.02,0,0,75,Snow,light snow,None
39974,5903,268.15,0,0,75,Snow,light snow,None
39975,6551,268.22,0,0,90,Snow,light snow,None
39976,5926,268.08,0,0,90,Snow,light snow,None
39977,4535,268.15,0,0,90,Snow,light snow,None
39978,3242,267.95,0,0,75,Clouds,broken clouds,None
39979,2884,267.88,0,0,90,Clouds,overcast clouds,None
39980,2773,267.58,0,0,75,Clouds,broken clouds,None
39981,2294,267.51,0,0,40,Snow,light snow,None
39982,1450,267.22,0,0,1,Clear,sky is clear,None
39983,771,267.08,0,0,90,Snow,light snow,None
39984,474,266.58,0,0,40,Clouds,scattered clouds,None
39985,329,266.51,0,0,90,Clouds,overcast clouds,None
39986,382,265.79,0,0,75,Clouds,broken clouds,None
39987,767,265.86,0,0,90,Snow,light snow,None
39988,2429,265.65,0,0,90,Snow,light snow,None
39989,4378,265.93,0,0,90,Snow,light snow,None
39990,4955,265.93,0,0,90,Clouds,overcast clouds,None
39991,4509,265.75,0,0,90,Clouds,overcast clouds,None
39992,4515,265.84,0,0,90,Snow,light snow,None
39993,4593,265.62,0,0,90,Snow,light snow,None
39994,5139,266.14,0,0,40,Snow,light snow,None
39995,5447,266.57,0,0,40,Clouds,scattered clouds,None
39996,5349,267.48,0,0,1,Clear,sky is clear,None
39997,5581,268.36,0,0,1,Clear,sky is clear,None
39998,5510,269.36,0,0,1,Clear,sky is clear,None
39999,5346,269.22,0,0,40,Clouds,scattered clouds,None
40000,4871,268.86,0,0,75,Clouds,broken clouds,None
40001,4105,267.68,0,0,40,Clouds,scattered clouds,None
40002,3464,267.36,0,0,90,Clouds,overcast clouds,None
40003,2972,267.43,0,0,90,Clouds,overcast clouds,None
40004,3096,267.29,0,0,90,Clouds,overcast clouds,None
40005,2584,267.51,0,0,90,Snow,light snow,None
40006,1779,266.82,0,0,90,Snow,light snow,None
40007,1141,266.02,0,0,90,Snow,light snow,None
40008,698,264.95,0,0,1,Snow,light snow,None
40009,391,263.79,0,0,90,Snow,light snow,None
40010,359,263.55,0,0,90,Snow,light snow,None
40011,596,262.95,0,0,40,Snow,light snow,None
40012,1016,262.44,0,0,1,Clear,sky is clear,None
40013,1390,261.22,0,0,1,Clear,sky is clear,None
40014,2008,260.86,0,0,5,Clear,sky is clear,None
40015,2819,260.95,0,0,5,Clear,sky is clear,None
40016,3375,262,0,0,1,Clear,sky is clear,None
40017,4002,263.74,0,0,5,Clear,sky is clear,None
40018,4175,265,0,0,5,Clear,sky is clear,None
40019,4475,266.22,0,0,20,Clouds,few clouds,None
40020,4305,266.93,0,0,5,Clear,sky is clear,None
40021,4107,267.55,0,0,5,Clear,sky is clear,None
40022,4144,267.55,0,0,1,Clear,sky is clear,None
40023,3994,266.82,0,0,5,Clear,sky is clear,None
40024,3532,265.79,0,0,20,Clouds,few clouds,None
40025,2949,265.15,0,0,90,Clouds,overcast clouds,None
40026,2420,264.82,0,0,75,Clouds,broken clouds,None
40027,2449,265.02,0,0,1,Clear,sky is clear,None
40028,2372,265.08,0,0,40,Clouds,scattered clouds,None
40029,1840,264.75,0,0,75,Clouds,broken clouds,None
40030,1147,264.65,0,0,90,Clouds,overcast clouds,None
40031,963,264.72,0,0,90,Clouds,overcast clouds,None
40032,861,265.01,0,0,90,Clouds,overcast clouds,None
40033,374,264.44,0,0,40,Clouds,scattered clouds,None
40034,303,264.22,0,0,75,Clouds,broken clouds,None
40035,529,264.84,0,0,90,Clouds,overcast clouds,None
40036,839,264.86,0,0,90,Clouds,overcast clouds,None
40037,964,265.07,0,0,90,Clouds,overcast clouds,None
40038,1477,264.99,0,0,90,Snow,light snow,None
40039,2250,265,0,0,90,Clouds,overcast clouds,None
40040,2929,265.08,0,0,90,Clouds,overcast clouds,None
40041,3200,265.75,0,0,90,Snow,light snow,None
40042,3698,266.15,0,0,90,Snow,light snow,None
40043,3400,266.86,0,0,90,Snow,light snow,None
40044,3400,266.86,0,0,90,Haze,haze,None
40045,3694,267.15,0,0,90,Snow,snow,None
40046,3694,267.15,0,0,90,Fog,fog,None
40047,3851,267.28,0,0,40,Snow,light snow,None
40048,3529,266.88,0,0,5,Clear,sky is clear,None
40049,3196,266.15,0,0,1,Clear,sky is clear,None
40050,2549,265.22,0,0,75,Snow,light snow,None
40051,2339,264.15,0,0,75,Snow,light snow,None
40052,2460,263.22,0,0,75,Snow,light snow,None
40053,2576,261.86,0,0,75,Snow,light snow,None
40054,2576,261.86,0,0,75,Mist,mist,None
40055,2300,261.02,0,0,40,Snow,snow,None
40056,1565,259.37,0,0,1,Clear,sky is clear,None
40057,1092,257.95,0,0,1,Clear,sky is clear,Christmas Day
40058,666,256.95,0,0,1,Clear,sky is clear,None
40059,487,256.28,0,0,90,Snow,light snow,None
40060,349,256.35,0,0,90,Snow,light snow,None
40061,339,255.93,0,0,40,Clouds,scattered clouds,None
40062,520,255.68,0,0,75,Clouds,broken clouds,None
40063,798,256.15,0,0,90,Snow,light snow,None
40064,798,256.15,0,0,90,Mist,mist,None
40065,942,255.75,0,0,90,Mist,mist,None
40066,942,255.75,0,0,90,Haze,haze,None
40067,1260,255.07,0,0,40,Haze,haze,None
40068,1260,255.07,0,0,40,Snow,light snow,None
40069,1760,253.86,0,0,20,Haze,haze,None
40070,2292,253.43,0,0,20,Haze,haze,None
40071,2653,253.58,0,0,75,Clouds,broken clouds,None
40072,2957,253.65,0,0,20,Haze,haze,None
40073,2983,254.15,0,0,75,Clouds,broken clouds,None
40074,2850,254.29,0,0,40,Clouds,scattered clouds,None
40075,2732,254.42,0,0,40,Clouds,scattered clouds,None
40076,3045,254.28,0,0,40,Clouds,scattered clouds,None
40077,3134,253.51,0,0,40,Clouds,scattered clouds,None
40078,3172,253.65,0,0,40,Clouds,scattered clouds,None
40079,3100,253.57,0,0,5,Clear,sky is clear,None
40080,2875,253.23,0,0,5,Clear,sky is clear,None
40081,2404,253,0,0,5,Clear,sky is clear,None
40082,1798,252.76,0,0,1,Clear,sky is clear,None
40083,1147,252.57,0,0,1,Clear,sky is clear,None
40084,539,252,0,0,1,Clear,sky is clear,None
40085,326,251.86,0,0,1,Clear,sky is clear,None
40086,213,251.29,0,0,1,Clear,sky is clear,None
40087,261,251.15,0,0,1,Clear,sky is clear,None
40088,507,251.15,0,0,1,Clear,sky is clear,None
40089,1761,250.79,0,0,1,Clear,sky is clear,None
40090,3029,250.43,0,0,1,Clear,sky is clear,None
40091,3203,250.29,0,0,5,Clear,sky is clear,None
40092,2982,250.56,0,0,20,Clouds,few clouds,None
40093,3013,250.61,0,0,1,Clear,sky is clear,None
40094,3396,251.14,0,0,5,Clear,sky is clear,None
40095,3983,252.14,0,0,5,Clear,sky is clear,None
40096,4197,253.29,0,0,1,Clear,sky is clear,None
40097,4487,254.15,0,0,1,Clear,sky is clear,None
40098,4828,254.79,0,0,1,Clear,sky is clear,None
40099,5172,255.36,0,0,1,Clear,sky is clear,None
40100,5282,255.61,0,0,5,Clear,sky is clear,None
40101,4561,255.15,0,0,5,Clear,sky is clear,None
40102,3598,254.57,0,0,5,Clear,sky is clear,None
40103,2846,253.9,0,0,1,Clear,sky is clear,None
40104,2369,252.93,0,0,5,Clear,sky is clear,None
40105,2031,253.53,0,0,5,Clear,sky is clear,None
40106,1882,252.72,0,0,1,Clear,sky is clear,None
40107,1065,252.43,0,0,1,Clear,sky is clear,None
40108,586,251.84,0,0,1,Clear,sky is clear,None
40109,378,251.29,0,0,1,Clear,sky is clear,None
40110,272,251.07,0,0,1,Clear,sky is clear,None
40111,330,250.68,0,0,1,Clear,sky is clear,None
40112,712,250.08,0,0,1,Clear,sky is clear,None
40113,2287,249.84,0,0,1,Clear,sky is clear,None
40114,4250,249.29,0,0,75,Clouds,broken clouds,None
40115,4453,249.38,0,0,5,Clear,sky is clear,None
40116,4124,249.3,0,0,5,Clear,sky is clear,None
40117,3950,249.45,0,0,1,Clear,sky is clear,None
40118,3858,251.68,0,0,5,Haze,haze,None
40119,4401,253.07,0,0,5,Clear,sky is clear,None
40120,4752,254.86,0,0,5,Clear,sky is clear,None
40121,4836,255.83,0,0,20,Clouds,few clouds,None
40122,5250,257.21,0,0,20,Clouds,few clouds,None
40123,5398,257.71,0,0,40,Clouds,scattered clouds,None
40124,5997,257.38,0,0,40,Clouds,scattered clouds,None
40125,5397,257.57,0,0,1,Clear,sky is clear,None
40126,4295,256.14,0,0,75,Clouds,broken clouds,None
40127,2941,256.32,0,0,75,Clouds,broken clouds,None
40128,2482,255.73,0,0,40,Clouds,scattered clouds,None
40129,2971,255.76,0,0,40,Clouds,scattered clouds,None
40130,3074,256.15,0,0,1,Clear,sky is clear,None
40131,1310,256.9,0,0,1,Clear,sky is clear,None
40132,732,256.76,0,0,40,Snow,light snow,None
40133,412,256.79,0,0,75,Snow,light snow,None
40134,288,257.22,0,0,90,Snow,light snow,None
40135,373,257.29,0,0,90,Snow,light snow,None
40136,373,257.29,0,0,90,Haze,haze,None
40137,743,257.48,0,0,90,Snow,light snow,None
40138,743,257.48,0,0,90,Haze,haze,None
40139,2217,257.43,0,0,90,Snow,light snow,None
40140,2217,257.43,0,0,90,Mist,mist,None
40141,2217,257.43,0,0,90,Haze,haze,None
40142,3997,257.3,0,0,90,Snow,light snow,None
40143,3997,257.3,0,0,90,Mist,mist,None
40144,3997,257.3,0,0,90,Haze,haze,None
40145,3699,257.61,0,0,90,Snow,light snow,None
40146,3699,257.61,0,0,90,Mist,mist,None
40147,3699,257.61,0,0,90,Haze,haze,None
40148,2745,257.57,0,0,90,Snow,light snow,None
40149,2745,257.57,0,0,90,Mist,mist,None
40150,3529,257.79,0,0,90,Snow,light snow,None
40151,3529,257.79,0,0,90,Mist,mist,None
40152,3529,257.79,0,0,90,Haze,haze,None
40153,3562,258.3,0,0,90,Snow,light snow,None
40154,3562,258.3,0,0,90,Mist,mist,None
40155,3562,258.3,0,0,90,Haze,haze,None
40156,3433,258.68,0,0,75,Snow,light snow,None
40157,3433,258.68,0,0,75,Mist,mist,None
40158,3433,258.68,0,0,75,Haze,haze,None
40159,3994,259.36,0,0,90,Snow,light snow,None
40160,3994,259.36,0,0,90,Haze,haze,None
40161,3931,260.07,0,0,90,Snow,light snow,None
40162,3931,260.07,0,0,90,Haze,haze,None
40163,4308,260.29,0,0,90,Snow,light snow,None
40164,4308,260.29,0,0,90,Haze,haze,None
40165,4515,260.45,0,0,90,Snow,light snow,None
40166,4515,260.45,0,0,90,Haze,haze,None
40167,5141,260.84,0,0,90,Snow,light snow,None
40168,5141,260.84,0,0,90,Haze,haze,None
40169,4520,260.65,0,0,90,Snow,light snow,None
40170,4520,260.65,0,0,90,Haze,haze,None
40171,3764,260.76,0,0,90,Snow,light snow,None
40172,2849,260.64,0,0,90,Snow,light snow,None
40173,2299,260.29,0,0,90,Snow,light snow,None
40174,2180,260.46,0,0,90,Snow,light snow,None
40175,1916,260,0,0,90,Snow,light snow,None
40176,1916,260,0,0,90,Mist,mist,None
40177,1177,259,0,0,90,Snow,light snow,None
40178,741,258.36,0,0,75,Snow,light snow,None
40179,437,257.07,0,0,75,Snow,light snow,None
40180,358,256.15,0,0,1,Clear,sky is clear,None
40181,383,255.57,0,0,20,Clouds,few clouds,None
40182,694,255.01,0,0,1,Clear,sky is clear,None
40183,2207,254.99,0,0,40,Clouds,scattered clouds,None
40184,3875,254.61,0,0,1,Clear,sky is clear,None
40185,4148,254.07,0,0,90,Clouds,overcast clouds,None
40186,3897,254.53,0,0,90,Clouds,overcast clouds,None
40187,3845,254.53,0,0,1,Clear,sky is clear,None
40188,4109,254.64,0,0,90,Haze,haze,None
40189,4345,254.92,0,0,90,Snow,light snow,None
40190,4496,255.5,0,0,90,Snow,light snow,None
40191,4474,255.76,0,0,90,Snow,light snow,None
40192,4750,256.15,0,0,90,Snow,light snow,None
40193,4750,256.15,0,0,90,Haze,haze,None
40194,4767,256.61,0,0,90,Snow,light snow,None
40195,4767,256.61,0,0,90,Haze,haze,None
40196,4859,256.58,0,0,90,Snow,light snow,None
40197,4859,256.58,0,0,90,Haze,haze,None
40198,4564,256.58,0,0,90,Snow,light snow,None
40199,4564,256.58,0,0,90,Haze,haze,None
40200,3929,256.61,0,0,90,Snow,light snow,None
40201,3929,256.61,0,0,90,Haze,haze,None
40202,3016,256.53,0,0,90,Snow,light snow,None
40203,2470,255.93,0,0,90,Snow,light snow,None
40204,2554,255.08,0,0,40,Clouds,scattered clouds,None
40205,3725,254.65,0,0,1,Clear,sky is clear,None
40206,1684,253.72,0,0,1,Clear,sky is clear,None
40207,1092,252.94,0,0,1,Clear,sky is clear,None
40208,666,251.79,0,0,1,Clear,sky is clear,None
40209,487,251.07,0,0,1,Clear,sky is clear,None
40210,349,250.44,0,0,1,Clear,sky is clear,None
40211,339,249.69,0,0,1,Clear,sky is clear,None
40212,601,249.07,0,0,1,Clear,sky is clear,None
40213,1006,248.44,0,0,1,Clear,sky is clear,None
40214,1216,247.84,0,0,5,Clear,sky is clear,None
40215,1681,247.29,0,0,5,Clear,sky is clear,None
40216,2412,247.15,0,0,5,Clear,sky is clear,None
40217,3188,247.79,0,0,5,Clear,sky is clear,None
40218,3716,248.84,0,0,5,Clear,sky is clear,None
40219,4160,249.53,0,0,5,Clear,sky is clear,None
40220,4197,250.38,0,0,1,Clear,sky is clear,None
40221,4003,251.5,0,0,5,Clear,sky is clear,None
40222,3831,251.69,0,0,1,Clear,sky is clear,None
40223,4288,251.68,0,0,40,Clouds,scattered clouds,None
40224,4376,251.54,0,0,40,Clouds,scattered clouds,None
40225,4514,250.61,0,0,1,Clear,sky is clear,None
40226,3380,250.46,0,0,40,Clouds,scattered clouds,None
40227,2597,250.68,0,0,40,Clouds,scattered clouds,None
40228,2271,251.23,0,0,75,Clouds,broken clouds,None
40229,2352,251.15,0,0,1,Clear,sky is clear,None
40230,2680,251.38,0,0,1,Clear,sky is clear,None
40231,1000,251.15,0,0,1,Clear,sky is clear,None
40232,711,251.01,0,0,1,Clear,sky is clear,None
40233,519,250.93,0,0,1,Clear,sky is clear,None
40234,303,250.36,0,0,1,Clear,sky is clear,None
40235,285,249.99,0,0,1,Clear,sky is clear,None
40236,457,249.15,0,0,1,Clear,sky is clear,None
40237,808,248.31,0,0,1,Clear,sky is clear,None
40238,959,247.15,0,0,5,Clear,sky is clear,None
40239,1319,246.36,0,0,5,Clear,sky is clear,None
40240,2384,246.15,0,0,1,Clear,sky is clear,None
40241,3504,246.68,0,0,5,Clear,sky is clear,None
40242,3404,247.37,0,0,1,Clear,sky is clear,None
40243,3438,249.14,0,0,5,Clear,sky is clear,None
40244,3212,250.22,0,0,5,Clear,sky is clear,None
40245,3410,251.15,0,0,1,Clear,sky is clear,None
40246,3635,251.93,0,0,1,Clear,sky is clear,None
40247,3802,252.46,0,0,1,Clear,sky is clear,None
40248,3513,252,0,0,1,Clear,sky is clear,None
40249,3350,250.92,0,0,5,Clear,sky is clear,None
40250,2995,249.84,0,0,1,Clear,sky is clear,None
40251,2731,249.79,0,0,5,Clear,sky is clear,None
40252,2483,249.61,0,0,5,Clear,sky is clear,None
40253,2041,249.5,0,0,1,Clear,sky is clear,None
40254,1580,249.45,0,0,1,Clear,sky is clear,None
40255,1478,249.36,0,0,1,Clear,sky is clear,New Years Day
40256,1408,249.08,0,0,1,Clear,sky is clear,None
40257,931,248.86,0,0,1,Clear,sky is clear,None
40258,585,248.72,0,0,1,Clear,sky is clear,None
40259,381,248.43,0,0,1,Clear,sky is clear,None
40260,434,248.07,0,0,1,Clear,sky is clear,None
40261,686,248.15,0,0,1,Clear,sky is clear,None
40262,677,247.76,0,0,1,Clear,sky is clear,None
40263,811,247.45,0,0,5,Clear,sky is clear,None
40264,1122,247.43,0,0,1,Clear,sky is clear,None
40265,1738,248.91,0,0,1,Clear,sky is clear,None
40266,2421,250.65,0,0,1,Clear,sky is clear,None
40267,2908,251.99,0,0,1,Clear,sky is clear,None
40268,2985,253.29,0,0,1,Clear,sky is clear,None
40269,3214,254.79,0,0,5,Clear,sky is clear,None
40270,3410,255.46,0,0,1,Clear,sky is clear,None
40271,3290,255.79,0,0,5,Clear,sky is clear,None
40272,3079,255.15,0,0,1,Clear,sky is clear,None
40273,2891,253.86,0,0,5,Clear,sky is clear,None
40274,2199,253.31,0,0,1,Clear,sky is clear,None
40275,1738,252.43,0,0,5,Clear,sky is clear,None
40276,1555,251.72,0,0,1,Clear,sky is clear,None
40277,1213,251.53,0,0,1,Clear,sky is clear,None
40278,830,251,0,0,1,Clear,sky is clear,None
40279,477,251.14,0,0,1,Clear,sky is clear,None
40280,279,251.07,0,0,1,Mist,mist,None
40281,205,250.86,0,0,1,Clear,sky is clear,None
40282,299,250.86,0,0,1,Clear,sky is clear,None
40283,729,250.72,0,0,1,Clear,sky is clear,None
40284,2544,250.43,0,0,1,Clear,sky is clear,None
40285,4801,250.38,0,0,1,Clear,sky is clear,None
40286,5696,249.93,0,0,5,Clear,sky is clear,None
40287,4901,250.01,0,0,1,Clear,sky is clear,None
40288,4189,250.3,0,0,1,Clear,sky is clear,None
40289,4065,252.5,0,0,1,Clear,sky is clear,None
40290,4172,255.43,0,0,75,Clouds,broken clouds,None
40291,4448,257.86,0,0,75,Clouds,broken clouds,None
40292,4537,260.64,0,0,90,Clouds,overcast clouds,None
40293,4698,261.72,0,0,90,Clouds,overcast clouds,None
40294,5232,262.15,0,0,1,Clear,sky is clear,None
40295,5618,262.29,0,0,90,Snow,light snow,None
40296,5618,262.29,0,0,90,Mist,mist,None
40297,5178,262.37,0,0,90,Snow,light snow,None
40298,5178,262.37,0,0,90,Mist,mist,None
40299,3625,262.45,0,0,90,Snow,light snow,None
40300,3625,262.45,0,0,90,Haze,haze,None
40301,2669,263.07,0,0,90,Snow,light snow,None
