Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Country,Date
Mattia Sileno,M,Raw,26.5,Open,91.82,93,192.5,130.0,212.5,535.0,342.51,,2016-06-14
Mattia Vitali,M,Raw,24.5,Open,79.97,83,170.0,122.5,200.0,492.5,339.68,,2016-06-14
Mattia Zanutto,M,Raw,31.5,Open,73.49,74,175.0,147.5,215.0,537.5,390.72,,2016-06-14
Mauro Zampetti,M,Raw,23.5,Open,91.96,93,195.0,165.0,255.0,615.0,393.43,,2016-06-14
Michele Guerra,M,Raw,31.5,Open,72.87,74,155.0,117.5,210.0,482.5,352.7,,2016-06-14
Michele Lestini,M,Raw,,Open,120.1,120+,260.0,182.5,247.5,690.0,396.16,,2016-06-14
Michele Peluso,M,Raw,36.0,Open,132.14,120+,235.0,180.0,260.0,675.0,376.12,Italy,2016-06-14
Michele Rancini,M,Raw,23.5,Open,73.5,74,190.0,102.5,250.5,543.0,394.68,,2016-06-14
Michele Simoni,M,Raw,,Open,72.64,74,135.0,,,,,,2016-06-14
Michele Torcasio,M,Raw,,Open,82.68,83,200.0,150.0,230.0,580.0,392.4,,2016-06-14
Mirco Brindani,M,Raw,,Open,76.23,83,117.5,85.0,200.0,402.5,285.81,,2016-06-14
Moris Redini,M,Raw,25.5,Open,58.31,59,142.5,120.5,170.0,433.0,374.27,Italy,2016-06-14
Nico Carrara,M,Raw,23.5,Open,72.75,74,155.0,100.0,200.0,455.0,332.96,,2016-06-14
Nicol Feltrinelli,F,Raw,,Open,61.49,63,100.0,45.0,110.0,255.0,278.37,,2016-06-14
Nicola Marini,M,Raw,,Open,97.56,105,210.0,142.5,240.0,592.5,368.69,,2016-06-14
Nicolo Zaffani,M,Raw,,Open,79.86,83,137.5,127.5,190.0,455.0,314.07,,2016-06-14
Nikolla Gjeci,M,Raw,26.5,Open,77.46,83,180.0,110.0,190.0,480.0,337.47,,2016-06-14
Paolo Casotti,M,Raw,,Open,93.0,93,152.5,105.0,182.5,440.0,279.95,,2016-06-14
Pietro Carlotto,M,Raw,,Open,82.95,83,207.5,130.0,240.0,577.5,390.0,,2016-06-14
Pietro Selis,M,Raw,33.5,Open,78.81,83,155.0,135.0,210.0,500.0,347.86,Italy,2016-06-14
Pino Rocco Ciancia,M,Raw,26.5,Open,72.94,74,200.0,135.0,251.5,586.5,428.45,Italy,2016-06-14
Riccardo Focchiatti,M,Raw,27.5,Open,79.04,83,190.0,115.0,215.0,520.0,361.14,,2016-06-14
Roberto Biondi,M,Raw,31.5,Open,87.84,93,162.5,120.0,175.0,457.5,299.52,,2016-06-14
Roberto Garigale,M,Raw,26.5,Open,131.34,120+,,,,,,,2016-06-14
Roberto Trapani,M,Raw,24.5,Open,115.08,120,250.0,167.5,262.5,680.0,396.17,,2016-06-14
Salvatore Iodice,M,Raw,,Open,81.37,83,,,,,,,2016-06-14
Sara Baragatti,F,Raw,25.5,Open,60.73,63,90.0,50.0,122.5,262.5,288.79,,2016-06-14
Sara Mazzantini,F,Raw,25.5,Open,71.23,72,160.0,102.5,200.0,462.5,463.19,Italy,2016-06-14
Sebastiano Curreli,M,Raw,,Open,82.02,83,165.0,102.5,195.0,462.5,314.34,,2016-06-14
Sergiy Blokhin,M,Raw,,Open,90.5,93,150.0,120.0,185.0,455.0,293.39,,2016-06-14
Silvia Priore,F,Raw,24.5,Open,45.5,47,100.0,58.0,110.0,268.0,359.84,Italy,2016-06-14
Silvia Prosperi,F,Raw,23.5,Open,51.12,52,100.0,60.0,127.5,287.5,354.64,Italy,2016-06-14
Simone Carli,M,Raw,31.0,Open,73.97,74,172.5,75.0,230.0,477.5,345.63,Italy,2016-06-14
Simone Rubessi,M,Raw,25.0,Open,90.06,93,222.5,175.0,240.0,637.5,412.07,,2016-06-14
Soledad Campostrini,F,Raw,28.5,Open,68.32,72,142.5,105.5,160.0,408.0,418.3,Italy,2016-06-14
Stefano Mantovanelli,M,Raw,27.5,Open,81.9,83,157.5,110.0,170.0,437.5,297.59,,2016-06-14
Stefano Robol,M,Raw,,Open,82.38,83,222.5,127.5,257.5,607.5,411.86,Italy,2016-06-14
Tamara Marabini,F,Raw,37.5,Open,105.09,84+,120.0,70.0,140.0,330.0,276.4,Italy,2016-06-14
Thomas Gambella,M,Raw,30.5,Open,77.63,83,185.0,127.5,195.0,507.5,356.33,,2016-06-14
Tiziano Fendoni,M,Raw,33.5,Open,78.71,83,195.0,120.0,200.0,515.0,358.57,,2016-06-14
Tommaso Duvia,M,Raw,31.5,Open,80.29,83,170.0,152.5,190.0,512.5,352.64,,2016-06-14
Umberto Fava,M,Raw,23.5,Open,82.81,83,165.0,122.5,220.0,507.5,343.05,,2016-06-14
Umberto Tagliasacchi,M,Raw,,Open,77.52,83,167.5,115.0,197.5,480.0,337.31,,2016-06-14
Valentina Barbieri,F,Raw,,Open,81.49,84,175.0,85.0,170.0,430.0,401.49,Italy,2016-06-14
Valentina Castiglione,F,Raw,,Open,51.48,52,102.5,50.0,120.0,272.5,334.49,,2016-06-14
Valentina Presenti,F,Raw,24.5,Open,54.79,57,117.5,70.0,130.0,317.5,373.42,Italy,2016-06-14
Valentino Baccaglini,M,Raw,27.5,Open,90.0,93,215.0,112.5,222.5,550.0,355.63,,2016-06-14
Valentino Durastanti,M,Raw,23.5,Open,101.44,105,262.5,150.0,282.5,695.0,425.17,Italy,2016-06-14
Valentino Pinato,M,Raw,,Open,78.73,83,172.5,95.0,210.0,477.5,332.41,,2016-06-14
Vincenzo Casillo,M,Raw,,Open,89.64,93,170.0,110.0,190.0,470.0,304.52,,2016-06-14
Walter Foglia,M,Raw,,Open,99.16,105,215.0,175.0,235.0,625.0,386.11,,2016-06-14
Alberto Famiano,M,Raw,28.5,Open,88.51,93,172.5,107.5,192.5,472.5,308.13,Italy,2015-06-19
Alessandro Girelli,M,Raw,32.5,Open,78.39,83,135.0,120.0,170.0,425.0,296.64,,2015-06-19
Alessandro Lo Grieco,M,Raw,28.5,Open,97.83,105,210.0,140.0,250.0,600.0,372.89,,2015-06-19
Alessandro Ruggeri,M,Raw,,Open,87.99,93,160.0,155.0,210.0,525.0,343.41,,2015-06-19
Alessio Mazza,M,Raw,,Open,72.84,74,140.0,100.0,170.0,410.0,299.79,,2015-06-19
Alessio Reghezza,M,Raw,,Open,90.74,93,215.0,150.0,235.0,600.0,386.37,,2015-06-19
Alex Aguzzoli,M,Raw,37.5,Open,113.27,120,135.0,115.0,175.0,425.0,249.01,,2015-06-19
Alice Cappello,F,Raw,,Open,56.08,57,105.0,60.0,110.0,275.0,318.46,,2015-06-19
Andrea Chiama,M,Raw,34.5,Open,108.74,120,182.5,105.0,200.0,487.5,290.0,,2015-06-19
Andrea Giuseppe Di Palma,M,Raw,,Open,112.36,120,180.0,150.0,245.0,575.0,337.88,,2015-06-19
Andrea La Rocca,M,Raw,29.5,Open,82.95,83,220.0,140.0,255.0,615.0,415.32,Italy,2015-06-19
Anna Antonia Papapicco,F,Raw,37.5,Open,50.11,52,85.0,47.5,120.0,252.5,315.89,Italy,2015-06-19
Antonio Cassano,M,Raw,,Open,103.74,105,155.0,110.0,175.0,440.0,266.67,,2015-06-19
Bruno Benassi,M,Raw,23.5,Open,86.85,93,160.0,110.0,185.0,455.0,299.66,,2015-06-19
Carlo Princic,M,Raw,33.5,Open,82.23,83,215.0,145.0,260.0,620.0,420.77,Italy,2015-06-19
Carlo Ricolo,M,Raw,,Open,68.58,74,150.0,107.5,192.5,450.0,342.92,,2015-06-19
Carlotta Piga,F,Raw,25.5,Open,56.95,57,90.0,50.0,110.0,250.0,286.59,,2015-06-19
Ciro De Falco,M,Raw,,Open,88.31,93,200.0,132.5,220.0,552.5,360.72,,2015-06-19
Claudio Forti,M,Raw,31.5,Open,71.44,74,182.5,110.0,227.5,520.0,385.19,Italy,2015-06-19
Corrado Siragusa,M,Raw,31.0,Open,102.99,105,300.0,160.0,300.0,760.0,461.99,Italy,2015-06-19
Cristian Rossetti,M,Raw,,Open,82.79,83,160.0,140.0,210.0,510.0,344.79,,2015-06-19
Cristiano Morresi,M,Raw,35.0,Open,72.58,74,208.0,115.0,222.5,545.5,399.81,,2015-06-19
Cristina Balduzi,F,Raw,,Open,77.19,84,110.0,65.0,125.0,300.0,287.84,,2015-06-19
Daniela Nevi,F,Raw,,Open,56.54,57,65.0,40.0,77.5,182.5,210.2,,2015-06-19
Dario Cotterchio,M,Raw,,Open,90.47,93,110.0,92.5,170.0,372.5,240.23,,2015-06-19
Dario Favero,M,Raw,,Open,73.94,74,165.0,112.5,246.0,523.5,379.03,,2015-06-19
Dario Lo Presti,M,Raw,24.5,Open,79.26,83,192.5,115.0,220.0,527.5,365.75,,2015-06-19
David Braga,M,Raw,25.5,Open,72.72,74,160.0,125.0,175.0,460.0,336.71,,2015-06-19
Davide Bettiol,M,Raw,28.5,Open,101.14,105,195.0,135.0,260.0,590.0,361.39,,2015-06-19
Davide Giannini,M,Raw,27.5,Open,71.37,74,205.0,140.0,230.0,575.0,426.21,Italy,2015-06-19
Davide Zappoli,M,Raw,,Open,107.39,120,152.5,100.0,190.0,442.5,264.5,,2015-06-19
Deborah Marchi,F,Raw,23.5,Open,62.18,63,100.0,50.0,115.0,265.0,287.31,Italy,2015-06-19
Demis Russo,M,Raw,,Open,76.81,83,152.5,125.0,195.0,472.5,333.93,,2015-06-19
Donato Albano,M,Raw,26.5,Open,82.33,83,227.5,127.5,245.0,600.0,406.91,Italy,2015-06-19
Eleonora Marzadro,F,Raw,24.5,Open,70.99,72,112.5,82.5,127.5,322.5,323.59,Italy,2015-06-19
Elisa Gregori,F,Raw,30.5,Open,57.2,63,113.0,52.5,107.5,273.0,312.06,Italy,2015-06-19
Emanuele Tiofilo,M,Raw,28.5,Open,72.98,74,190.0,135.0,247.5,572.5,418.07,Italy,2015-06-19
Fabio Nadotti,M,Raw,27.0,Open,80.42,83,185.0,95.0,227.5,507.5,348.87,,2015-06-19
Fabio Venturi,M,Raw,,Open,100.18,105,170.0,120.0,185.0,475.0,292.14,,2015-06-19
Fabrizio Posca,M,Raw,23.5,Open,92.66,93,250.0,170.0,300.0,720.0,458.91,Italy,2015-06-19
Federica Iannibelli,F,Raw,24.5,Open,57.79,63,95.0,57.5,100.0,252.5,286.71,,2015-06-19
Federico Di Manno,M,Raw,30.5,Open,80.1,83,150.0,137.5,185.0,472.5,325.57,,2015-06-19
Federico Frasca,M,Raw,24.5,Open,105.26,120,200.0,132.5,232.5,565.0,340.41,,2015-06-19
Federico Martella,M,Raw,24.5,Open,72.18,74,202.5,127.5,220.0,550.0,404.6,Italy,2015-06-19
Filippo Maurri,M,Raw,,Open,82.4,83,165.0,,,,,,2015-06-19
Francesca Serra,F,Raw,35.5,Open,52.98,57,85.0,47.5,97.5,230.0,276.75,,2015-06-19
Gennaro Mazzuoccolo,M,Raw,31.5,Open,96.22,105,150.0,115.0,180.0,445.0,278.65,,2015-06-19
Giacomo Simili,M,Raw,24.5,Open,102.97,105,207.5,112.5,220.0,540.0,328.28,,2015-06-19
Giada Flamini,F,Raw,37.5,Open,62.27,63,85.0,45.0,90.0,220.0,238.31,,2015-06-19
Gianluca Martino,M,Raw,23.5,Open,81.67,83,215.0,147.5,267.5,630.0,429.22,Italy,2015-06-19
Giordano Vecchi,M,Raw,26.5,Open,81.17,83,162.5,90.0,190.0,442.5,302.55,,2015-06-19
Giorgio Fabbri,M,Raw,,Open,72.41,74,135.0,100.0,170.0,405.0,297.3,,2015-06-19
Giorgio Pierotti,M,Raw,24.5,Open,78.63,83,152.5,130.0,165.0,447.5,311.77,,2015-06-19
Giovan Paolo Sandalini,M,Raw,35.5,Open,114.38,120,235.0,150.0,300.5,685.5,400.24,Italy,2015-06-19
Giovannino Pinna,M,Raw,27.0,Open,73.3,74,167.5,147.5,217.5,532.5,387.74,Italy,2015-06-19
Giulio Biassro,M,Raw,,Open,93.16,105,162.5,120.0,215.0,497.5,316.27,,2015-06-19
Giuseppe De Marco,M,Raw,35.5,Open,73.87,74,160.0,105.0,220.0,485.0,351.37,,2015-06-19
Giuseppe Manca,M,Raw,,Open,88.82,93,242.5,162.5,250.0,655.0,426.37,Italy,2015-06-19
Ilaria Sommavilla,F,Raw,,Open,57.26,63,70.0,50.0,130.0,250.0,285.57,,2015-06-19
Ivan Re,M,Raw,,Open,77.86,83,140.0,117.5,180.0,437.5,306.62,,2015-06-19
Ivan Vaiani,M,Raw,29.5,Open,71.05,74,175.0,100.0,195.0,470.0,349.45,,2015-06-19
Lorenzo Corradini,M,Raw,31.0,Open,71.76,74,190.0,125.0,230.0,545.0,402.49,,2015-06-19
Lorenzo Leporati,M,Raw,25.5,Open,77.3,83,140.0,100.0,190.0,430.0,302.7,,2015-06-19
Lorenzo Marchegiani,M,Raw,,Open,88.05,93,172.5,127.5,200.0,500.0,326.94,,2015-06-19
Lorenzo Razzauti,M,Raw,31.5,Open,81.72,83,175.0,117.5,220.0,512.5,349.05,,2015-06-19
Lorenzo Sala,M,Raw,25.5,Open,79.63,83,190.0,152.5,230.0,572.5,395.85,,2015-06-19
Luca Cinelli,M,Raw,,Open,97.41,105,205.0,140.0,200.0,545.0,339.36,,2015-06-19
Luca Seardo,M,Raw,26.5,Open,89.99,93,145.0,110.0,180.0,435.0,281.29,,2015-06-19
Luisa Torrisi,F,Raw,32.5,Open,69.72,72,110.0,65.0,120.0,295.0,298.99,Italy,2015-06-19
Marco Bianchi,M,Raw,26.0,Open,103.93,105,242.5,137.5,260.0,640.0,387.59,Italy,2015-06-19
Marco Bigliardi,M,Raw,,Open,73.89,74,125.0,105.0,160.0,390.0,282.5,,2015-06-19
Marco Canuti,M,Raw,24.5,Open,90.49,93,165.0,130.0,205.0,500.0,322.42,,2015-06-19
Marco Lambardi,M,Raw,34.5,Open,91.97,93,230.0,155.0,245.0,630.0,403.01,,2015-06-19
Marco Millul,M,Raw,30.0,Open,78.27,83,190.0,127.5,202.5,520.0,363.28,,2015-06-19
Marco Vecchio,M,Raw,34.5,Open,81.4,83,202.5,110.0,240.0,552.5,377.14,,2015-06-19
Margherita Gurrieri,F,Raw,,Open,54.32,57,70.0,37.5,85.0,192.5,227.72,,2015-06-19
Maria Giovanna Brancati,F,Raw,25.5,Open,55.18,57,75.0,47.5,80.0,202.5,237.04,,2015-06-19
Mario Pinna,M,Raw,38.5,Open,101.39,105,195.0,145.0,252.5,592.5,362.54,Italy,2015-06-19
Massimiliano Buccioni,M,Raw,39.0,Open,82.41,83,210.0,132.5,247.5,590.0,399.91,Italy,2015-06-19
Matteo Bertucci,M,Raw,,Open,75.39,83,160.0,,,,,,2015-06-19
Matteo Della Santa,M,Raw,24.5,Open,88.39,93,145.0,92.5,210.0,447.5,292.03,,2015-06-19
Matteo Noseda,M,Raw,23.5,Open,73.41,74,157.5,115.0,185.0,457.5,332.8,,2015-06-19
Mattia Del Bue,M,Raw,,Open,81.67,83,152.5,110.0,215.0,477.5,325.33,,2015-06-19
Mattia Sileno,M,Raw,25.5,Open,90.93,93,167.5,117.5,175.0,460.0,295.91,,2015-06-19
Mattia Zanutto,M,Raw,30.5,Open,73.4,74,180.0,150.5,200.0,530.5,385.94,,2015-06-19
Michela Chiapperini,F,Raw,,Open,52.65,57,65.0,40.0,90.0,195.0,235.65,,2015-06-19
Michele Bocuzzi,M,Raw,,Open,64.34,66,135.0,105.0,162.5,402.5,321.46,,2015-06-19
Michele Moriconi,M,Raw,24.5,Open,65.38,66,140.0,85.0,172.5,397.5,313.65,,2015-06-19
Michele Peluso,M,Raw,35.0,Open,135.1,120+,225.0,180.0,245.0,650.0,359.85,Italy,2015-06-19
Mouchine El Boujaoudi,M,Raw,23.5,Open,58.74,59,142.5,100.0,188.0,430.5,369.82,Italy,2015-06-19
Nunzia Manzari,F,Raw,30.5,Open,54.89,57,85.0,45.0,130.0,260.0,305.42,,2015-06-19
Paolo Casotti,M,Raw,,Open,93.47,105,120.0,95.0,155.0,370.0,234.85,,2015-06-19
Paolo Mansueto,M,Raw,,Open,68.94,74,135.0,82.5,160.0,377.5,286.6,,2015-06-19
Paolo Maria Romano,M,Raw,,Open,92.79,93,170.0,145.0,180.0,495.0,315.29,,2015-06-19
Pietro Carlotto,M,Raw,,Open,82.37,83,190.0,132.5,220.0,542.5,367.81,,2015-06-19
Pino Rocco Ciancia,M,Raw,25.5,Open,73.54,74,192.5,130.0,243.0,565.5,410.89,Italy,2015-06-19
Riccardo Narissi,M,Raw,26.5,Open,90.04,93,170.0,120.0,170.0,460.0,297.37,,2015-06-19
Roberto Corbi,M,Raw,33.0,Open,56.94,59,130.0,120.0,195.0,445.0,392.55,Italy,2015-06-19
Roberto Rossi,M,Raw,28.5,Open,103.47,105,155.0,112.5,222.5,490.0,297.29,,2015-06-19
Roberto Trapani,M,Raw,23.5,Open,102.38,105,225.0,157.5,250.0,632.5,385.44,,2015-06-19
Sabrina Pedrocco,F,Raw,,Open,53.87,57,75.0,45.0,107.5,227.5,270.65,,2015-06-19
Salvatore Pisasale,M,Raw,34.5,Open,67.27,74,210.0,142.5,212.5,565.0,436.55,Italy,2015-06-19
Sara Mazzantini,F,Raw,24.5,Open,70.23,72,130.0,72.5,163.5,366.0,369.44,Italy,2015-06-19
Sara Stangalino,F,Raw,,Open,53.13,57,55.0,32.5,70.0,157.5,189.15,,2015-06-19
Simone Alberico,M,Raw,31.5,Open,89.74,93,192.5,155.0,240.0,587.5,380.43,,2015-06-19
Soledad Campostrini,F,Raw,27.5,Open,67.59,72,125.5,100.0,147.5,373.0,384.79,Italy,2015-06-19
Stefano Canicattì,M,Raw,25.5,Open,70.45,74,162.5,107.5,202.5,472.5,353.35,,2015-06-19
Stefano Ramponi,M,Raw,,Open,95.38,105,172.5,70.0,240.0,482.5,303.35,,2015-06-19
Stefano Robol,M,Raw,,Open,80.37,83,200.0,122.5,240.0,562.5,386.82,Italy,2015-06-19
Thomas Gambella,M,Raw,29.5,Open,72.44,74,160.0,125.0,185.0,470.0,344.92,,2015-06-19
Tommaso Duvia,M,Raw,30.5,Open,80.19,83,157.5,137.5,170.0,465.0,320.19,,2015-06-19
Valentina Barbieri,F,Raw,,Open,80.49,84,155.0,78.0,155.0,388.0,364.49,Italy,2015-06-19
Valentina Castiglione,F,Raw,,Open,51.1,52,90.0,42.5,105.0,237.5,293.04,,2015-06-19
Valentina Presenti,F,Raw,23.5,Open,53.73,57,110.0,60.0,135.0,305.0,363.49,Italy,2015-06-19
Valerio Lemma,M,Raw,,Open,116.2,120,,,,,,,2015-06-19
Vanessa Malerbi,F,Raw,,Open,61.16,63,90.0,60.0,,,,,2015-06-19
Vincenzo Strusi,M,Raw,,Open,80.39,83,180.0,92.5,210.0,482.5,331.76,,2015-06-19
Walter Foglia,M,Raw,,Open,96.29,105,190.0,175.5,210.0,575.5,360.24,,2015-06-19
Yuri Santinelli,M,Raw,,Open,82.5,83,145.0,130.0,200.0,475.0,321.76,,2015-06-19
Alan Bertolini,M,Raw,26.0,Open,74.4,75,180.0,105.0,232.5,517.5,373.19,Italy,2009-10-25
Alessio Marazzini,M,Raw,,Open,94.6,100,210.0,127.5,240.0,577.5,364.47,Italy,2009-10-25
Alex Barattoni,M,Raw,28.0,Open,84.9,90,155.0,125.0,205.0,485.0,323.34,,2009-10-25
Andrea Marino,M,Raw,36.0,Open,121.1,125,140.0,130.0,190.0,460.0,263.38,Italy,2009-10-25
Andrea Mondo,M,Raw,32.5,Open,85.9,90,192.5,102.5,237.5,532.5,352.77,,2009-10-25
Antonio Marcellino,M,Raw,,Open,66.8,67.5,115.0,115.0,185.0,415.0,322.29,,2009-10-25
Carlo Buzzichelli,M,Raw,,Open,78.3,82.5,135.0,95.0,170.0,400.0,279.38,,2009-10-25
Damiano Boscarino,M,Raw,,Open,78.1,82.5,195.0,100.0,200.0,495.0,346.27,,2009-10-25
Damiano Di Pilla,M,Raw,,Open,85.0,90,190.0,130.0,240.0,560.0,373.1,,2009-10-25
Davide Ferrante,M,Raw,22.5,Open,93.9,100,170.0,112.5,190.0,472.5,299.25,Italy,2009-10-25
Fabiano Cadin,M,Raw,,Open,82.6,90,,120.0,230.0,,,,2009-10-25
Fabio Pantaleoni,M,Raw,24.0,Open,76.2,82.5,147.5,122.5,192.5,462.5,328.49,,2009-10-25
Francesco Bulfoni,M,Raw,,Open,75.2,82.5,140.0,90.0,200.0,430.0,307.97,,2009-10-25
Francesco Gatta,M,Raw,,Open,74.2,75,95.0,105.0,135.0,335.0,242.0,,2009-10-25
Gianfranco Ghirarduzzi,M,Raw,,Open,87.7,90,160.0,140.0,202.5,502.5,329.26,,2009-10-25
Giuseppe Tozza,M,Raw,29.0,Open,80.6,82.5,130.0,80.0,180.0,390.0,267.75,,2009-10-25
Jacopo Mastrostefano,M,Raw,26.0,Open,98.7,100,180.0,110.0,255.0,545.0,337.38,,2009-10-25
Luca Lama,M,Raw,,Open,87.7,90,130.0,122.5,170.0,422.5,276.84,,2009-10-25
Marco Lazzari,M,Raw,39.0,Open,110.5,125,225.0,190.0,295.0,710.0,419.79,Italy,2009-10-25
Marco Millul,M,Raw,25.0,Open,80.2,82.5,160.0,112.5,170.0,442.5,304.68,,2009-10-25
Mario Pacione,M,Raw,28.0,Open,154.0,125+,245.0,230.0,280.0,755.0,403.17,,2009-10-25
Stefano Leuter,M,Raw,,Open,94.6,100,190.0,147.5,242.5,580.0,366.05,,2009-10-25
Valerio Vaccaro,M,Raw,32.0,Open,94.2,100,205.0,170.0,220.0,595.0,376.26,Italy,2009-10-25
Moris Redini,M,Raw,26.5,Open,57.75,59,171.0,117.5,208.0,496.5,432.69,Italy,2017-06-09
Marco Baglio,M,Raw,29.5,Open,58.65,59,152.5,87.5,198.0,438.0,376.74,,2017-06-09
Petero Vinetti,M,Raw,25.5,Open,52.3,59,97.5,57.5,130.0,285.0,271.49,,2017-06-09
Andrea Zaino,M,Raw,35.0,Open,64.6,66,187.5,132.5,237.5,557.5,443.9,Italy,2017-06-09
Salvatore Pisasale,M,Raw,36.5,Open,65.09,66,210.0,137.5,210.0,557.5,441.37,Italy,2017-06-09
Luca Orrù,M,Raw,25.5,Open,64.13,66,185.0,105.0,220.0,510.0,408.34,,2017-06-09
Dennis Milello,M,Raw,24.0,Open,64.95,66,175.0,125.0,210.0,510.0,404.42,Italy,2017-06-09
Nicola Signani,M,Raw,35.5,Open,65.75,66,160.0,135.0,215.0,510.0,400.73,Italy,2017-06-09
Alessio Loni,M,Raw,,Open,65.08,66,192.5,105.0,200.0,497.5,393.91,,2017-06-09
Vincenzo Boccaccio,M,Raw,26.5,Open,64.68,66,185.0,92.5,210.0,487.5,387.8,,2017-06-09
Angelo Schembri,M,Raw,25.5,Open,65.08,66,165.0,120.0,200.0,485.0,384.02,,2017-06-09
Andrea Guerreschi,M,Raw,28.5,Open,62.34,66,170.0,105.0,200.0,475.0,388.77,,2017-06-09
Nima Shahrestani,M,Raw,,Open,64.24,66,157.5,110.0,175.0,442.5,353.83,,2017-06-09
Davide Milan,M,Raw,,Open,64.32,66,145.0,100.0,190.0,435.0,347.5,,2017-06-09
Fabio Ferrarese,M,Raw,24.5,Open,65.47,66,115.0,82.5,152.5,350.0,275.89,,2017-06-09
Dario Frighieri,M,Raw,31.5,Open,65.96,66,105.0,80.0,145.0,330.0,258.68,,2017-06-09
Riccardo Marchi,M,Raw,,Open,71.33,74,210.0,140.0,245.0,595.0,441.21,,2017-06-09
Antimo Cembalo,M,Raw,27.5,Open,73.77,74,200.0,132.5,250.0,582.5,422.38,Italy,2017-06-09
Federico Martella,M,Raw,26.5,Open,71.85,74,210.0,135.0,235.0,580.0,427.98,Italy,2017-06-09
Michele Rancini,M,Raw,24.5,Open,73.79,74,207.5,112.5,260.0,580.0,420.49,,2017-06-09
Enrico Martis,M,Raw,33.5,Open,71.72,74,197.5,115.0,250.0,562.5,415.57,,2017-06-09
Claudio Forti,M,Raw,33.5,Open,72.54,74,197.5,115.0,245.0,557.5,408.75,Italy,2017-06-09
Giacomo Rocco,M,Raw,23.5,Open,72.56,74,192.5,130.0,220.0,542.5,397.68,,2017-06-09
Nicolò Cracco,M,Raw,33.5,Open,72.81,74,175.0,142.5,215.0,532.5,389.46,,2017-06-09
Andrea Di Matteo,M,Raw,27.5,Open,71.83,74,180.0,135.0,215.0,530.0,391.16,,2017-06-09
Luca Laurenzano,M,Raw,23.5,Open,72.61,74,175.0,135.0,220.0,530.0,388.34,,2017-06-09
Jacopo Fantuzzi,M,Raw,,Open,72.64,74,195.0,125.0,210.0,530.0,388.24,,2017-06-09
Thomas Gambella,M,Raw,31.5,Open,72.12,74,185.0,125.0,200.0,510.0,375.38,,2017-06-09
Raffaele Alfiero,M,Raw,25.5,Open,73.11,74,177.5,102.5,225.0,505.0,368.35,,2017-06-09
Ivan Vaiani,M,Raw,31.5,Open,71.66,74,192.5,105.0,200.0,497.5,367.76,,2017-06-09
Gianmarco Luciano,M,Raw,26.5,Open,73.11,74,175.0,112.5,210.0,497.5,362.88,,2017-06-09
Fabio Falzoi,M,Raw,33.0,Open,73.15,74,170.0,120.0,202.5,492.5,359.1,,2017-06-09
Bruno Raffa,M,Raw,32.5,Open,73.43,74,160.0,117.5,212.5,490.0,356.38,,2017-06-09
Nico Carrara,M,Raw,24.5,Open,71.98,74,167.5,100.0,220.0,487.5,359.29,,2017-06-09
Michele Guerra,M,Raw,32.5,Open,71.8,74,160.0,112.5,210.0,482.5,356.2,,2017-06-09
Roberto Franco Penuti,M,Raw,37.5,Open,72.29,74,165.0,112.5,205.0,482.5,354.58,,2017-06-09
Leonardo Pinsone,M,Raw,,Open,72.81,74,167.5,112.5,202.5,482.5,352.89,,2017-06-09
Mattia Passerini,M,Raw,,Open,69.58,74,165.0,105.0,205.0,475.0,358.3,,2017-06-09
Vlad Secara,M,Raw,,Open,71.48,74,165.0,107.5,200.0,472.5,349.87,,2017-06-09
Andrea Manca,M,Raw,35.5,Open,73.35,74,165.0,120.0,187.5,472.5,343.9,,2017-06-09
Alex Caselli,M,Raw,23.0,Open,70.29,74,170.0,85.0,215.0,470.0,352.04,,2017-06-09
Ignazio Semproni,M,Raw,,Open,69.48,74,147.5,105.0,190.0,442.5,334.12,,2017-06-09
Jennys Chiuchiolo,M,Raw,24.5,Open,72.3,74,140.0,107.5,182.5,430.0,315.97,,2017-06-09
Alessandro Cuttini,M,Raw,25.5,Open,67.45,74,137.5,85.0,190.0,412.5,318.1,,2017-06-09
Alessandro Berte,M,Raw,,Open,69.35,74,125.0,75.0,165.0,365.0,275.96,,2017-06-09
Massimo De Giudici,M,Raw,31.5,Open,72.21,74,120.0,100.0,145.0,365.0,268.43,,2017-06-09
Giuseppe Manca,M,Raw,,Open,80.14,83,253.0,150.0,270.0,673.0,463.59,Italy,2017-06-09
Andrea La Rocca,M,Raw,31.5,Open,82.29,83,250.0,147.5,262.5,660.0,447.73,Italy,2017-06-09
George Lupas,M,Raw,23.5,Open,81.3,83,217.5,142.5,282.5,642.5,438.89,Italy,2017-06-09
Simone Sanasi,M,Raw,,Open,82.45,83,222.5,145.0,275.0,642.5,435.37,Italy,2017-06-09
Niccolò De Giovanni,M,Raw,25.5,Open,81.95,83,217.5,180.5,242.5,640.5,435.52,Italy,2017-06-09
Lorenzo Di Giuseppe,M,Raw,24.5,Open,81.6,83,237.5,157.5,245.0,640.0,436.25,,2017-06-09
Lorenzo Lupo,M,Raw,23.5,Open,81.26,83,235.0,155.0,245.0,635.0,433.89,,2017-06-09
Ivan Bellesia,M,Raw,,Open,81.37,83,215.0,155.0,260.0,630.0,430.13,Italy,2017-06-09
Lorenzo Sala,M,Raw,27.5,Open,81.51,83,210.0,157.5,247.5,615.0,419.48,,2017-06-09
